FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	TC_H1hesc_protection_mean	TC_H1hesc_protection_median	TC_H1hesc_protection_std	TC_GM12878_protection_mean	TC_GM12878_protection_median	TC_GM12878_protection_std	TC_protection_ks_stat	TC_protection_ks_pvalue	TC_H1hesc_tc_mean	TC_H1hesc_tc_median	TC_H1hesc_tc_std	TC_GM12878_tc_mean	TC_GM12878_tc_median	TC_GM12878_tc_std	TC_tc_ks_stat	TC_tc_ks_pvalue	TC_H1hesc_fos_mean	TC_H1hesc_fos_median	TC_H1hesc_fos_std	TC_GM12878_fos_mean	TC_GM12878_fos_median	TC_GM12878_fos_std	TC_fos_ks_stat	TC_fos_ks_pvalue	TC_H1hesc_flr_mean	TC_H1hesc_flr_median	TC_H1hesc_flr_std	TC_GM12878_flr_mean	TC_GM12878_flr_median	TC_GM12878_flr_std	TC_flr_ks_stat	TC_flr_ks_pvalue
NHLH1	0.6426864444	3.9965029444	4.6391893889	0.0634292513298	0.0423533235755	0.041908375021	0.078125081708	0.0543741950907	0.0500730806944	0.110798806086	300.0	0.416478763824	0.423881929861	0.0304241128282	0.530653426121	0.535755394045	0.0401118777458	0.016710848949	300.0	0.410371328881	0.404090610864	0.0373142366752	0.432596425784	0.419257010958	0.0547944024259	0.0371049840933	38.7536332551	0.336248560936	0.334980083494	0.0430519984443	0.335925154276	0.334731057203	0.0290615729346	-0.0426761849211	5.03745878595
STAT3	0.6779155667	10.0107785	10.6886940667	0.074595352523	0.0626542407858	0.0364106750747	0.0957107289072	0.0825320751575	0.0479097964967	0.113204289088	300.0	0.391452571218	0.398311125729	0.0279717292191	0.495080903888	0.503398964315	0.038908802017	0.0164456739195	300.0	0.548402032282	0.545756704055	0.0240349857222	0.562752549633	0.55762433611	0.03277915683	0.119247551021	62.9735413035	0.280636825842	0.280201314393	0.0300337473363	0.284923176249	0.283907733544	0.0391680518036	0.0391466158854	18.4895197923
RFX5	0.6927126611	7.3384705	8.0311831611	0.0473903400147	0.0403844313725	0.023065600305	0.0412337487182	0.0348061748647	0.0199927516448	-0.0420533736731	300.0	0.432395299695	0.437620348324	0.0281851678719	0.556783001718	0.56241754161	0.0349894769457	0.0482583843883	300.0	0.426765399472	0.422122352904	0.0285246815499	0.444393570298	0.434215461497	0.0443425701531	0.0458918783633	123.584008904	0.306391373716	0.305813004141	0.0396200462852	0.305063638725	0.304441311341	0.0262050776948	-0.00765512603099	27.7437782104
ELK1	0.6936597444	7.0989505	7.7926102444	0.0377496954593	0.032219809808	0.0165282963212	0.0437177562549	0.0377747498085	0.0189730078775	0.00471349221621	300.0	0.43709447641	0.441960162349	0.0429849103879	0.339964274357	0.343229106493	0.0368538079409	-0.136244122258	300.0	0.492568436875	0.486805342763	0.0388684995061	0.521676080178	0.508044898447	0.0643561483076	0.0633815446054	104.205267688	0.318312860223	0.317572140291	0.0325419623758	0.320731194765	0.320306374944	0.0460213991978	0.0245177108013	34.3915457644
ZBTB33	0.7090530222	7.0321475	7.7412005222	0.0278498775506	0.0239558438624	0.0143001629376	0.0253245850539	0.0222838199606	0.0120249501187	-0.0992031108595	127.399022552	0.424483993229	0.429895876815	0.030999757103	0.553627682329	0.557818443108	0.0396543799777	0.039909888895	300.0	0.532451506727	0.527460132697	0.0336345295882	0.569996143654	0.552512213913	0.0661807378549	0.123942836601	105.241997522	0.313932043848	0.313418180355	0.0304607986877	0.316559108206	0.314247702286	0.0546591493002	0.0308349465029	32.0690670544
GATA4	0.7095617	5.2971232222	6.0066849222	0.00904513437872	0.0065999961653	0.00813859617881	0.0134964243184	0.0103497889675	0.0103831827951	0.118723464095	300.0	0.398263100112	0.403553936164	0.0259101841797	0.499393666384	0.50610262527	0.0368106961137	0.0255319257205	300.0	0.458061544644	0.455388935221	0.0280228718138	0.474633812408	0.470042977862	0.0347786790002	0.116797788442	56.8666440612	0.305235963792	0.304985792931	0.0239431921784	0.308656474161	0.308348911918	0.0296745539659	0.0300793683239	16.446501771
JUN	0.8366651556	5.9365860556	6.7732512111	0.0392996979176	0.0330915554934	0.022896195207	0.0306223744277	0.0255805060744	0.0187903214436	-0.0127313158098	300.0	0.451210697348	0.461379546965	0.044730767647	0.362689519081	0.371478931589	0.0376571678317	-0.128157083917	300.0	0.415526421822	0.405833824023	0.0436441264203	0.444022928189	0.423119154173	0.0686189954708	0.069422436291	70.8655202703	0.320309663894	0.317791942383	0.0352738195258	0.323658919896	0.321637356092	0.0494113789028	0.0211239157563	26.4580959677
FOXF2	0.8380813111	5.0133983333	5.8514796444	0.0224078462344	0.0174464541983	0.0141335987351	0.0281694675954	0.0218637773299	0.018398487212	0.0666091775998	300.0	0.386121121555	0.394864911404	0.0444327814392	0.31716965222	0.324951446283	0.034029850709	-0.19963634607	300.0	0.543409747214	0.540334897821	0.0285517640827	0.558102763223	0.553543040877	0.034119304092	0.106545425439	52.5356486183	0.309991652203	0.309608963243	0.0422715704159	0.307801825455	0.308580725954	0.0249200063817	-0.0204203531006	5.23409242276
ESR2	0.9447617111	2.7405983333	3.6853600444	0.0127668698871	0.0107920920511	0.00729382280223	0.0151484851598	0.012736495726	0.00842334308558	0.0316951254551	300.0	0.447297789915	0.451733467087	0.0266350852973	0.570698105757	0.575590989314	0.0353131803613	0.0669791538113	300.0	0.404353442558	0.39974344351	0.0318091675666	0.424704389436	0.415091736413	0.0474630515503	0.0770380647829	123.88793645	0.27419338393	0.273461471482	0.0281408173889	0.276041453257	0.27491213739	0.0366692114227	0.00720887523497	29.8266607621
SP2	1.0204727111	5.1814583333	6.2019310444	0.00430359425005	0.00374519131033	0.00421683228176	0.00584117602865	0.00496652838058	0.00484391995815	0.0291798769002	300.0	0.424753994964	0.428757128142	0.0277035901335	0.538959918281	0.545514703944	0.0321279366392	0.055086914763	300.0	0.457695140435	0.455798371062	0.0266535646432	0.475896211501	0.471169229723	0.0319729332674	0.123804121304	252.494703258	0.320539240529	0.319805603365	0.0344085325244	0.322841653477	0.322575661445	0.0358363187841	0.00432581488204	44.6927608708
SOX9	1.0532260889	6.5152251667	7.5684512556	0.0182227108722	0.0111773038694	0.0171386172638	0.0237690921672	0.0156884318966	0.0202736709269	0.104918825082	300.0	0.39221479397	0.398542395743	0.0293365058716	0.492048344259	0.500169790534	0.0425099465454	0.0161013483635	300.0	0.365787785336	0.362147168876	0.0361285122295	0.385811898682	0.376888948094	0.0548082271104	0.0702130320149	30.4956872049	0.3131289744	0.314898144557	0.0298233158034	0.319087930491	0.317664812361	0.0411688211285	0.0352033879395	13.8830238997
NR4A2	1.1062009889	3.9887769444	5.0949779333	0.0262872979535	0.022598264311	0.0142625821026	0.0235480940848	0.0204198586089	0.0120357959384	-0.0710858923135	300.0	0.45379368311	0.459885276236	0.0281789673326	0.583828849578	0.588290627465	0.0372690117701	0.0709031187312	300.0	0.552843465173	0.547985560958	0.0253793609095	0.573877767915	0.562700125469	0.0420322512202	0.12892138989	300.0	0.329852317639	0.329534725607	0.0261665780826	0.334036050462	0.332678811548	0.0424915521686	0.0432993576522	140.56530455
GFI1	1.1850335889	4.7750645556	5.9600981444	0.0258152027461	0.0188113292873	0.0172219173861	0.0341453905095	0.0265424878388	0.0222368567504	0.113038860176	300.0	0.462011964014	0.472869878525	0.0485508006575	0.369464565773	0.380381507285	0.0359776817157	-0.0897173367983	300.0	0.485963041574	0.481623876613	0.0346996842639	0.509147455409	0.498516338755	0.0512370567233	0.103098680594	82.4250560902	0.343412544241	0.343727933129	0.0317234051766	0.348987468744	0.347648605628	0.0548315341243	0.0619713414453	39.9584942276
GATA3	1.1874563444	4.4545267778	5.6419831222	0.00710394985313	0.00520583671833	0.00756283877181	0.0107829706554	0.00823151498649	0.00969740952022	0.13014491928	300.0	0.399164053266	0.404840228153	0.0259114103051	0.498005766103	0.505020852611	0.0373386220079	0.0379031336427	300.0	0.427611518581	0.425685968342	0.025715483745	0.44595729983	0.442030814852	0.0323450062834	0.159184094372	62.6202225981	0.32104134613	0.321727198561	0.0231555707624	0.327620470894	0.327418211455	0.0249439853592	0.119050882443	39.7591989675
KLF5	1.2952409722	4.5370098889	5.8322508611	0.00910995670823	0.00804181273164	0.00471646885341	0.00824042262907	0.00732907512203	0.00399110869262	-0.0212048708003	300.0	0.434046218357	0.439928271703	0.0326240404317	0.563606712915	0.568791274836	0.0407189199032	0.0464354899252	300.0	0.527769092665	0.521673514295	0.0289093508909	0.557390133315	0.542050700635	0.0491290296365	0.1584520504	300.0	0.329200290457	0.327616148557	0.0320661246682	0.335721822074	0.332238639351	0.0518962700539	0.0634300259743	300.0
ZFX	1.2958401833	6.8428931111	8.1387332944	0.0205492748386	0.0183917196815	0.00905225328361	0.0184477586543	0.0164657670209	0.00792454609872	-0.00656217601826	300.0	0.417646321612	0.424766717777	0.0306360149884	0.534337402659	0.539120595627	0.0403725006232	0.0384346472204	300.0	0.408223154188	0.402251857635	0.0338454414153	0.439581727641	0.422287435679	0.0617989971932	0.120406079252	300.0	0.320044966149	0.319613407432	0.0267375485113	0.325299958986	0.324382866665	0.0470458955356	0.0750339985361	218.7366091
T	1.4805750889	5.3688017222	6.8493768111	0.0149031263108	0.0119028138279	0.0125983994711	0.0120021987655	0.0095264637078	0.0106577597251	-0.0226483703169	214.423688083	0.38383372383	0.392101063171	0.0384708200825	0.320696553576	0.325698303391	0.0329168213248	-0.204440288041	300.0	0.434588649417	0.430646775168	0.029614574544	0.456483363279	0.448995996998	0.0414157485431	0.162379631495	89.4923621188	0.275222556958	0.274539228576	0.0235303447966	0.279385029009	0.277738443324	0.0351258422885	0.0212972263263	14.6885466312
RELA	1.5992390944	7.24568025	8.8449193444	0.046692256362	0.041652534075	0.0146625888428	0.0530769232868	0.0476256622166	0.017723613181	0.10476845566	300.0	0.483584678491	0.488005693156	0.0246578536033	0.614129282729	0.618812697826	0.0321094180999	0.102568336961	300.0	0.623929047878	0.620599448602	0.0276611216942	0.645397087963	0.638832299182	0.0375683440077	0.151547739021	197.15535172	0.309618635757	0.309298555486	0.0200276783796	0.31454842651	0.314518390399	0.0277321172631	0.0945357564178	108.232304862
RUNX1	1.6125710889	4.7534962778	6.3660673667	0.0141150893074	0.0117306586849	0.00694594319159	0.016968343764	0.014120722251	0.00845576236711	0.0158967076057	300.0	0.462223329207	0.468911589062	0.0348033626127	0.37482188304	0.378712578424	0.0292207480524	-0.0196027615265	300.0	0.427483358738	0.423607517423	0.0252806178919	0.447526274681	0.441966227905	0.0327682270402	0.199747722321	300.0	0.315312588143	0.315722666455	0.0229576261425	0.322437895451	0.322220591856	0.0268563958086	0.13421518191	164.858726693
HNF4G	1.6185950111	2.9244216111	4.5430166222	0.0151668704454	0.0121847060354	0.00868173305613	0.018919692856	0.0153898015485	0.0110076565193	0.172113403331	300.0	0.406049302766	0.414304106549	0.0472690492355	0.339077517423	0.347785709634	0.0334863900443	-0.19139294817	300.0	0.269221545793	0.265462682912	0.0285293798833	0.286541404954	0.280916996328	0.0356536917025	0.128914945946	49.3295036019	0.322193633922	0.320933372932	0.0260565879486	0.328286524141	0.326897973602	0.0442362107141	0.0706299613173	20.1428300761
ELK4	1.6884735111	6.6488153889	8.3372889	0.0358960367915	0.0312081357407	0.0133114419247	0.0427065115313	0.0377228444316	0.0163700366821	0.146756078532	300.0	0.490169839081	0.495127912135	0.0392007095487	0.388805615515	0.393073240178	0.0338290699803	-0.0299738298741	300.0	0.465508102838	0.459518405455	0.03548972856	0.497969776561	0.484801512801	0.057059710538	0.147800296094	300.0	0.312626018652	0.312220382891	0.0264739937305	0.318338859723	0.317630999806	0.0408233848794	0.0799770967877	142.702380612
MYB	2.0312446444	6.4129717222	8.4442163667	0.141361406753	0.126954072896	0.0442180906433	0.161935610135	0.144884742542	0.0543364021424	0.0442902077552	300.0	0.432078559447	0.436797982031	0.0266994229076	0.539332384427	0.545501908701	0.0323677440679	0.0891415216822	300.0	0.419150474005	0.415753725051	0.030378309862	0.442490756811	0.436038779692	0.0400886542032	0.202864954534	173.37393635	0.298937417539	0.299229707913	0.0204680503922	0.307556087061	0.307568163854	0.0274135029462	0.190219392978	149.899333334
MYC	2.1820286333	7.7905577222	9.9725863556	0.0272241426228	0.0190854544692	0.0182014181857	0.0343503121902	0.0244354475083	0.0223678781305	0.147696916355	300.0	0.395240388584	0.401697889668	0.0408376360059	0.332219037226	0.338596137365	0.0348816465002	-0.21349770011	300.0	0.466048737875	0.458784549335	0.0400764631558	0.498425715491	0.48643384665	0.0597720609661	0.168074326229	123.225613955	0.297865245085	0.29684892727	0.026620598481	0.304606652401	0.304562551286	0.0310082010532	0.163599466931	115.865011884
STAT4	2.5085851167	2.786079	5.2946641167	0.0166837184523	0.0138061027806	0.00796877338735	0.0208558687237	0.0171817836532	0.0106843202915	0.25839634336	300.0	0.43789951656	0.444940595883	0.027581808592	0.544855476143	0.551679102747	0.043387977212	0.100303078434	300.0	0.413344094296	0.410034767853	0.0310292229253	0.440790163383	0.433214752486	0.0442841005354	0.202057508371	161.275801427	0.303849591846	0.303548589009	0.033674906033	0.314985248042	0.313634529512	0.0447689683445	0.191632207032	147.073569979
STAT1	2.6158571444	8.6787737222	11.2946308667	0.0106522931698	0.00863097524619	0.00686109461022	0.013576554376	0.0109809638976	0.00877806480336	0.0906769282746	300.0	0.4605427108	0.468012475907	0.0248210984067	0.582430337205	0.588249904543	0.0427140401723	0.127518725553	300.0	0.438667129106	0.434914124699	0.0309495772143	0.469731415881	0.459229854853	0.0496337044195	0.245833370806	262.676391967	0.330089609387	0.3301285098	0.0250138944509	0.339916998815	0.339325093515	0.0462686534117	0.201029840333	195.134209869
ETS1	2.6438298111	6.8488314444	9.4926612556	0.00553535876093	0.0043205644191	0.00454841245081	0.00707879016924	0.00585501134923	0.00558015057056	0.175748250674	300.0	0.398567577988	0.403294429537	0.0300590587	0.494028687202	0.499793769103	0.0350574845579	0.037196015634	300.0	0.445383254569	0.44067453857	0.0290150252047	0.474400771065	0.466365623742	0.04187821321	0.259145976325	300.0	0.319678881988	0.319570870564	0.0238554874576	0.330498607783	0.329917857966	0.0325497177921	0.224755206566	300.0
NFATC2	2.9514250556	4.9454028889	7.8968279444	0.0480621417741	0.043700594044	0.0170311947176	0.0537027916235	0.0483485146377	0.0205592658348	0.0597039444627	300.0	0.414115083512	0.422719243236	0.0270030523802	0.515350264256	0.521282537587	0.0479162528237	0.0881706216987	300.0	0.558596538279	0.556693296386	0.0212847664362	0.588899122886	0.583440480914	0.0325258735222	0.407354349511	243.260874023	0.308870758522	0.308296650191	0.0264154484376	0.321636608843	0.319661108591	0.058683999407	0.222762957554	87.0825467044
SPI1	2.9806269778	4.6750755556	7.6557025333	0.00754412668133	0.00665126258098	0.00402899568798	0.00867497602328	0.00766465588572	0.00491128752406	0.00179115616891	300.0	0.450719292796	0.456653884838	0.0306181395066	0.571885180959	0.576573044252	0.0395772480972	0.107598789751	300.0	0.519717887978	0.514452762499	0.0268838853237	0.559610408496	0.546016499009	0.0465762884209	0.35096048295	300.0	0.326266860177	0.325412991383	0.0300836265318	0.340120334137	0.337805514	0.0511003049662	0.22474566945	300.0
HNF1B	3.0437089389	3.1828106667	6.2265196056	0.0105450518601	0.00868329785947	0.00969878896299	0.0141890953932	0.0114244892204	0.0122341369656	0.103758322027	300.0	0.398120649185	0.406974429905	0.0355034515884	0.340176201901	0.346288720525	0.0314360495491	-0.135665071031	279.008783867	0.312517220109	0.308385397927	0.0386997006029	0.336672742894	0.330711073036	0.0420700763722	0.177496125274	46.4285048315	0.282192717935	0.281833628936	0.033578133341	0.292331549141	0.291833531039	0.0413861610416	0.190556861735	48.1325602983
IRF1	3.1644379333	5.100647	8.2650849333	0.00543645263221	0.00465401913114	0.00414523018906	0.00706599039469	0.00625962113619	0.00501987473031	0.0974312458785	300.0	0.457652779274	0.461950476335	0.0266012320911	0.56560176392	0.572175931222	0.0327944315925	0.131213386392	300.0	0.452696621879	0.449687516376	0.029351623572	0.482775163514	0.477829884211	0.0333309121096	0.329625798731	300.0	0.235083436067	0.175288524546	0.166593192631	0.28392847455	0.329333194573	0.179024329862	0.164962818569	3.04367942938
EGR2	3.4025694222	4.5985511111	8.0011205333	0.00764170685706	0.00665060650829	0.0044291817455	0.0089540498987	0.00777183172461	0.00540941312027	0.0976540107862	300.0	0.457799114583	0.463753786305	0.0298423960421	0.571356139129	0.576005858332	0.0372399368548	0.11939628483	300.0	0.483558557154	0.477579446528	0.0292557205172	0.524434597364	0.510378381223	0.0486023739291	0.354098014504	300.0	0.321840106974	0.321890589383	0.0320302753779	0.337200162596	0.335793487024	0.047984702559	0.247500223607	300.0
REL	3.5512753333	4.7665549444	8.3178302778	0.0256037336693	0.0228348450009	0.00864718461214	0.0299079655893	0.0268591349124	0.010673512591	0.230313243537	300.0	0.435137925179	0.440962703718	0.0278248042905	0.533297333335	0.538734919418	0.0388007761094	0.101666364147	300.0	0.577252971033	0.573948769986	0.0256636048047	0.614673977499	0.606842028452	0.0397004815999	0.392109396771	300.0	0.335603624995	0.335058343428	0.0207858663041	0.350124508651	0.349677139024	0.034736998247	0.362240693379	300.0
ELF1	3.5549874333	6.3416162222	9.8966036556	0.00560435634185	0.00439398421159	0.00462823667638	0.00727358929193	0.00606548105656	0.00575887300702	0.235612718936	300.0	0.397373312366	0.40259509204	0.0314158749627	0.488328065719	0.494387278037	0.0378455800502	0.0282658328846	300.0	0.413860712547	0.408606497483	0.0323064487844	0.449724201125	0.439417802721	0.049071570298	0.285440756833	300.0	0.320195508587	0.320057634072	0.0257110830438	0.334100136661	0.333777982374	0.0355524769625	0.300910060337	300.0
NFKB1	3.7315569444	5.5893885	9.3209454444	0.0257430705572	0.0230080093484	0.00847585419203	0.0300435624991	0.0269699741101	0.0105134143407	0.227222555998	300.0	0.49344534773	0.49821057989	0.0241734518607	0.607161937695	0.611795940529	0.0331469376342	0.169202130068	300.0	0.563558613843	0.56057060731	0.0242928211719	0.599635389614	0.593673270669	0.0345960577168	0.427055745405	300.0	0.324861173769	0.324794573772	0.0198350102735	0.340133164564	0.340106604632	0.0315977140375	0.374801091705	300.0
PRDM1	3.8644370167	3.7260415556	7.5904785722	0.062087176393	0.056179113391	0.0299375732652	0.0745260286516	0.0653303342272	0.036280523394	0.0276997229383	197.847704336	0.476475853992	0.483530807556	0.0452160323168	0.388997825495	0.397043601121	0.0332116145357	-0.0264167493912	300.0	0.422626107542	0.415145999868	0.0394520044493	0.472199961299	0.45356901976	0.068822022711	0.276595969597	233.253878388	0.272706771583	0.27244434509	0.027717814655	0.290739469325	0.287526887006	0.0562111632176	0.294583262493	223.993509082
NR3C1	4.0846352944	5.5904311944	9.6750664889	0.0154606506242	0.0120587344187	0.00877393916967	0.0195482449428	0.0154227737251	0.0112920974241	0.276148544795	300.0	0.431173593797	0.436148545246	0.0260838099435	0.524622260687	0.530821900382	0.0360302800733	0.130075266511	300.0	0.359248120206	0.355621103213	0.0298117449744	0.392741097526	0.385130463252	0.0436636453801	0.308031133612	299.999904477	0.286821981244	0.286551854093	0.0286542320589	0.301291880437	0.300731327247	0.0347638722782	0.328235847044	300.0
TP63	4.3175586167	2.9397125556	7.2572711722	0.0130527600711	0.0105263958791	0.00733323075825	0.0163224639522	0.0135150502281	0.00937929583775	0.278510536443	300.0	0.486846942426	0.49437461887	0.0429651208862	0.403344669582	0.411012139872	0.0333513618644	-0.00953639388634	300.0	0.388036616296	0.380919900647	0.037948382802	0.43386453295	0.4169060041	0.0623350264148	0.292248593794	300.0	0.323480716388	0.321374656526	0.0282708448962	0.342545894614	0.340650687071	0.0542754061046	0.398739306481	300.0
EBF1	4.8253935556	3.7254591667	8.5508527222	0.0447253616101	0.0400023007073	0.0149579922073	0.0520458441699	0.0463627709417	0.0179757122084	0.149587246107	300.0	0.465740293104	0.470516835716	0.0256519196434	0.561807527835	0.566863027144	0.0329262361439	0.141158316922	300.0	0.500499108234	0.496818537989	0.0254751506263	0.543014513198	0.535330011189	0.039233994197	0.472560151311	300.0	0.29323062266	0.293134186302	0.0234483520238	0.312344402626	0.312202091084	0.0317305732914	0.457861276437	300.0
ZEB1	4.8690177778	2.5856321389	7.4546499167	0.0250374014486	0.0209464604311	0.0116457275712	0.0323226792886	0.0276468728234	0.0153600958089	0.230743683128	300.0	0.418656832896	0.425303911337	0.0366499718497	0.359802025552	0.364142881394	0.0314592054824	-0.152233581128	300.0	0.370429436073	0.365824398087	0.0327142102092	0.410507912195	0.40212146099	0.0465786465541	0.369677861631	300.0	0.287183252638	0.287255289518	0.0212043119323	0.306426905237	0.305973598476	0.0324903046438	0.447512870594	300.0
BHLHE40	4.9141532	4.6152053333	9.5293585333	0.0103358835576	0.00763883748469	0.0079331766888	0.0134355758285	0.0103948654749	0.010144672307	0.242636551598	300.0	0.442077096268	0.44837586944	0.045933807686	0.3733413523	0.382615864005	0.033574049254	-0.124556309238	300.0	0.382769080685	0.37616053703	0.0365921869548	0.434284753659	0.416453318393	0.0637752219331	0.358271472869	300.0	0.286061827836	0.285406047197	0.0278084087236	0.306352208928	0.303773231902	0.0635830994384	0.368022030006	300.0
PAX5	5.3379033444	4.4629486667	9.8008520111	0.0190984608555	0.0167782491583	0.00982711819434	0.0234599377808	0.0208563665033	0.0118205242564	0.158001100526	300.0	0.441320624028	0.447064010708	0.0446761421575	0.376289097264	0.384105598275	0.0336306646186	-0.150121498086	300.0	0.448839867432	0.442805299986	0.0356958890989	0.502276353675	0.487896435628	0.0594316425763	0.401761492931	300.0	0.297353536376	0.297088756639	0.0272477718427	0.316801550608	0.316128949455	0.0426320094113	0.370126214657	300.0
FLII	5.4612429111	3.0720662778	8.5333091889	0.0141146298078	0.0113614136667	0.00727152952155	0.0196322676657	0.0161434547688	0.0103240034493	0.310609423189	300.0	0.421077451949	0.427818169424	0.0351647246092	0.364003079855	0.36842794955	0.0279038282873	-0.130799652773	300.0	0.367205369103	0.363982239543	0.0313466978887	0.416747972695	0.410586682027	0.0423443975963	0.429611736549	300.0	0.266517670075	0.266479476198	0.0214122686637	0.287037284307	0.286899975191	0.0216559169873	0.5004565563	300.0
MEF2C	7.1839349944	3.3851671667	10.5691021611	0.0109145270852	0.00884090862622	0.00744703201539	0.0149643058022	0.0120955243411	0.00969835699	0.236482401966	300.0	0.473523949815	0.482557216778	0.0429932872692	0.413282818498	0.419438828292	0.0308693875967	-0.108295320273	300.0	0.407576563995	0.403211148137	0.0319049316683	0.457845040045	0.452612844593	0.0401875760879	0.514469700621	300.0	0.315269459191	0.315729603825	0.027675388315	0.35091350558	0.349581180701	0.0414513746087	0.594880159022	300.0
