FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	HINT_H1hesc_protection_mean	HINT_H1hesc_protection_median	HINT_H1hesc_protection_std	HINT_GM12878_protection_mean	HINT_GM12878_protection_median	HINT_GM12878_protection_std	HINT_protection_ks_stat	HINT_protection_ks_pvalue	HINT_H1hesc_tc_mean	HINT_H1hesc_tc_median	HINT_H1hesc_tc_std	HINT_GM12878_tc_mean	HINT_GM12878_tc_median	HINT_GM12878_tc_std	HINT_tc_ks_stat	HINT_tc_ks_pvalue	HINT_H1hesc_fos_mean	HINT_H1hesc_fos_median	HINT_H1hesc_fos_std	HINT_GM12878_fos_mean	HINT_GM12878_fos_median	HINT_GM12878_fos_std	HINT_fos_ks_stat	HINT_fos_ks_pvalue	HINT_H1hesc_flr_mean	HINT_H1hesc_flr_median	HINT_H1hesc_flr_std	HINT_GM12878_flr_mean	HINT_GM12878_flr_median	HINT_GM12878_flr_std	HINT_flr_ks_stat	HINT_flr_ks_pvalue
RFX5	0.6927126611	7.3384705	8.0311831611	0.0592246639147	0.0502729620446	0.0248911376262	0.0739291680574	0.0621201720974	0.02966986924	0.0883849371465	300.0	0.46163310829	0.470822466725	0.025270526465	0.572032173437	0.579948565076	0.0325626834756	0.0331909369437	300.0	0.508148294384	0.504827632206	0.0393442777375	0.502539096313	0.501174446982	0.0256236226	-0.0185503950524	120.554361824	0.304875495428	0.30475660787	0.0161163386374	0.306410136965	0.306395200739	0.017850118799	0.00582301980612	300.0
ELK1	0.6936597444	7.0989505	7.7926102444	0.12023348318	0.100130316225	0.0588190140459	0.150111663943	0.125463141467	0.070069936983	0.0126809162293	300.0	0.469804165801	0.477690285628	0.0478704569916	0.375673453024	0.384970768172	0.035519263438	-0.155150335776	300.0	0.501129510341	0.496615390111	0.0341733263414	0.521054200405	0.511829134608	0.0576504579481	0.0658409492331	176.106552045	0.318010779187	0.317791434735	0.0228069299481	0.32014249823	0.31978304281	0.0270382163801	0.0101710819009	151.646112294
ZBTB33	0.7090530222	7.0321475	7.7412005222	0.180949685091	0.164337970085	0.0539788286752	0.200011445411	0.182563169296	0.05425119409	0.0561052862388	300.0	0.545348927576	0.550528330623	0.0427646566482	0.437924486769	0.449098312956	0.0312862681119	-0.0186169780179	300.0	0.56733783779	0.56040929372	0.0418785875022	0.557633173283	0.555132844791	0.0251420370398	-0.0345534343655	34.0059340417	0.3156073703	0.315047784874	0.033426375316	0.31361988793	0.313298551843	0.0243627547609	-0.0343291659457	59.1812670277
GATA4	0.7095617	5.2971232222	6.0066849222	0.0390411975147	0.0312285867689	0.0266722406205	0.0528806242688	0.042321335117	0.0296753844646	0.028804758134	300.0	0.402508411197	0.407821281056	0.0210184889741	0.485182956973	0.489133192869	0.0282668737112	0.0160444626285	300.0	0.410633305798	0.412234555651	0.0168831925465	0.412813330255	0.414644607051	0.0280212045815	0.0351962293568	171.173879629	0.305074311879	0.305154362778	0.00942609692429	0.307191537896	0.306995806505	0.011365772055	0.136189504474	300.0
JUN	0.8366651556	5.9365860556	6.7732512111	0.0765134752914	0.0654319537948	0.03680379346	0.103832814478	0.087137306949	0.0450116435377	0.153483401566	300.0	0.472620743171	0.483188614831	0.0380274638326	0.391625670021	0.402983413236	0.0319413788383	-0.0716201644744	300.0	0.410751937958	0.408049507666	0.030222086192	0.424340561695	0.414596787902	0.0518665512512	0.0755544252085	153.00551556	0.319204508119	0.318682493882	0.0191866586492	0.321759451874	0.321429512862	0.0230552999422	0.104172107992	300.0
FOXF2	0.8380813111	5.0133983333	5.8514796444	0.0918110852256	0.0821957489673	0.0341494179363	0.109327054022	0.0983706626264	0.0408020991698	0.123756976873	300.0	0.400419788138	0.407023680153	0.0319171132623	0.343927562669	0.350998345086	0.0256954489312	-0.1335005543	300.0	0.344105956053	0.34627855438	0.0136224438405	0.345975858905	0.347907426957	0.0191627085595	0.0723294358559	279.167243243	0.308921504254	0.309533691137	0.0110497826714	0.311211463908	0.311548437711	0.0145732965864	0.114455715192	300.0
ESR2	0.9447617111	2.7405983333	3.6853600444	0.152310953711	0.136962923133	0.0402455922263	0.179867097408	0.159389466639	0.0493711357052	0.117555908647	300.0	0.488254625463	0.494998265584	0.0216259789506	0.605464100272	0.611804063312	0.0272665496929	0.0581715734872	300.0	0.550812689363	0.553744119933	0.0198632803891	0.558794249155	0.560015747486	0.0287366506171	0.109222235871	300.0	0.304981497724	0.304696898208	0.0145902836972	0.307225445367	0.30722754502	0.0146640014728	0.0750672435475	300.0
SP2	1.0204727111	5.1814583333	6.2019310444	0.0551907876038	0.0433517276818	0.0335105462712	0.0698170742793	0.0567596808585	0.0335184389256	0.0624873998096	300.0	0.435035996597	0.442128658932	0.0215853646924	0.540007637422	0.545748296603	0.0288456724213	0.0470213312431	300.0	0.580420206311	0.582140420372	0.0143248933609	0.589423136331	0.588959167483	0.0236701193171	0.192392221196	300.0	0.320233393348	0.320183918673	0.016832541881	0.323219209894	0.323416188304	0.016891519979	0.119025358561	300.0
SOX9	1.0532260889	6.5152251667	7.5684512556	0.144648731642	0.112289809975	0.071927455753	0.130978382595	0.104177155504	0.064352990898	-0.0102008185542	178.141621745	0.442828104426	0.449354456868	0.0231631433226	0.54066715762	0.547671994482	0.0292400432399	0.0410443534924	300.0	0.518721643204	0.51864585486	0.0212364296349	0.520275861882	0.523112973889	0.0333504324919	0.0393954594305	91.7961380013	0.316943083471	0.315821156629	0.0158224733267	0.317578060976	0.318220071788	0.0165065136032	0.0415987391045	141.957741716
NR4A2	1.1062009889	3.9887769444	5.0949779333	0.0995204856861	0.0878309335159	0.0330622780209	0.115272696324	0.101223333505	0.0355342242791	0.0712913997685	300.0	0.484327612056	0.493544633068	0.025881586738	0.597497831617	0.605385684797	0.0322031876671	0.0541466805908	300.0	0.528383402112	0.527256752327	0.0232489667232	0.537348882871	0.53460134311	0.033183239661	0.0659398723972	300.0	0.329771447309	0.329744466695	0.0169785378296	0.333453602259	0.333426901652	0.0170882731494	0.170657931242	300.0
GFI1	1.1850335889	4.7750645556	5.9600981444	0.0886714999366	0.0631713277287	0.0544276769556	0.124542929208	0.104199283386	0.0655009532475	0.169670521541	300.0	0.423353034347	0.433846103743	0.0266007958994	0.518705312682	0.526821195573	0.0379177017648	0.0136055463792	300.0	0.432883254315	0.43305924008	0.0196989237925	0.440287464788	0.438460646284	0.0318963779059	0.104855584956	228.412170357	0.344061686353	0.344321704402	0.0169766169434	0.348357819359	0.348363196181	0.0232492224153	0.221516774392	300.0
GATA3	1.1874563444	4.4545267778	5.6419831222	0.0376757425401	0.0315351688208	0.0250371968027	0.0506527799765	0.0423098538166	0.029559765721	0.0127943325065	286.824052886	0.403496290433	0.409036359729	0.0205846352875	0.483857654354	0.487816771817	0.0284318930447	0.0321849746088	300.0	0.367341295675	0.369281116679	0.0175256037999	0.371421333058	0.373542434061	0.0286277059351	0.0880050369041	249.547036065	0.322103713843	0.322300118245	0.00882675569974	0.326605278506	0.326430348104	0.00924125621454	0.335410538636	300.0
KLF5	1.2952409722	4.5370098889	5.8322508611	0.105273131863	0.0957664491917	0.0331334559316	0.123108650158	0.114300187471	0.0359199064548	0.00710155412956	300.0	0.468620398344	0.481447018869	0.0307805081	0.577987419702	0.586972654798	0.039277342836	0.0321046398727	300.0	0.525301656376	0.521296536785	0.0248979641495	0.540241262555	0.532774252341	0.0392956780382	0.116483389841	300.0	0.327873330766	0.327555608119	0.0205928927796	0.332511881018	0.332226865067	0.0212961271716	0.2460585267	300.0
ZFX	1.2958401833	6.8428931111	8.1387332944	0.0895458091824	0.080821280477	0.02433403022	0.10009083479	0.0913915512038	0.0255576376732	0.172078643866	300.0	0.44262060291	0.453432345647	0.0297531755164	0.538516052632	0.547365699287	0.0365480049	0.00976427403715	300.0	0.541504753315	0.541894865594	0.0221085130937	0.553191225613	0.550272981837	0.0316209238729	0.143113525198	300.0	0.319680923355	0.319464484034	0.0180173704675	0.324133972611	0.323944402192	0.0190694544903	0.21811368053	300.0
T	1.4805750889	5.3688017222	6.8493768111	0.0853789752559	0.0635500705618	0.0457720115751	0.115217703744	0.0864292491201	0.0599234201485	0.206877108142	300.0	0.446859870158	0.453922227246	0.032669576975	0.376304711301	0.384545440052	0.0248057032748	-0.0392388040458	300.0	0.460560559546	0.462102989855	0.0218187368345	0.471782451709	0.469944656239	0.0327306360184	0.131448910526	187.644012424	0.275589990456	0.275494094872	0.0138742387941	0.280064539629	0.279988322934	0.0178564634743	0.188460013506	300.0
RELA	1.5992390944	7.24568025	8.8449193444	0.116238322018	0.095880755885	0.0503420604967	0.143161961684	0.117377915362	0.0610099102447	0.103453065824	300.0	0.50119369381	0.508322333575	0.0219800936747	0.623806936423	0.630205746396	0.0288970902326	0.0849433763405	300.0	0.475306439995	0.477884386683	0.0229867808334	0.491801577406	0.489216302174	0.0345927209348	0.211270392567	300.0	0.309206479075	0.309207716908	0.0127371861963	0.314671190799	0.314717802167	0.0132948617422	0.279024737463	300.0
RUNX1	1.6125710889	4.7534962778	6.3660673667	0.12359696498	0.113926554103	0.0411523201251	0.153656945855	0.137708180579	0.0520573835808	0.0996107261072	300.0	0.403221765093	0.411118036159	0.0226973341553	0.486915382286	0.492990361579	0.0317403451839	0.0212069835408	300.0	0.612631227336	0.613818763346	0.0167880221379	0.628064717664	0.625755144937	0.0260773756116	0.263826206742	300.0	0.316019946909	0.316304593336	0.0125348425824	0.322198441901	0.322140246296	0.0138039039207	0.315229857044	300.0
HNF4G	1.6185950111	2.9244216111	4.5430166222	0.127163154902	0.111788482548	0.0433548212364	0.159152831624	0.137253497474	0.0554874459067	0.218180041652	300.0	0.418219720292	0.424698435441	0.0220822117289	0.502711948576	0.508434962849	0.0304460083997	0.0435402124043	300.0	0.32891803647	0.33071881335	0.0134665360129	0.335108043243	0.33672485688	0.0233651737263	0.183568207962	300.0	0.320218906873	0.319694956812	0.01184153937	0.326182232626	0.325780569063	0.0162239074844	0.335816404097	300.0
ELK4	1.6884735111	6.6488153889	8.3372889	0.0624914415389	0.055059258618	0.0268348778333	0.0778392619797	0.067490819133	0.0314919442547	0.0546553882725	300.0	0.462980694869	0.472772879899	0.0444960348778	0.379385785448	0.390394386212	0.0339458893793	-0.122865066254	300.0	0.513113529436	0.508607485926	0.0297357758815	0.535457505568	0.528069487641	0.0502561273083	0.154705898848	300.0	0.312105290817	0.311739379818	0.0171608152961	0.317871993244	0.317769293497	0.0223961360445	0.280638389818	300.0
MYB	2.0312446444	6.4129717222	8.4442163667	0.125662638446	0.110652418782	0.0441793613017	0.152046932834	0.134759184427	0.0579937253723	0.0911327119037	300.0	0.431709110711	0.439179923912	0.0234066748658	0.519843718337	0.526371434866	0.0302139920797	0.0556890234997	300.0	0.571264961964	0.571589677962	0.0118963273389	0.584858448631	0.585522025453	0.0190613774265	0.374631008535	300.0	0.299784557129	0.300217290229	0.0118700824756	0.307615835868	0.307667660015	0.0137241505249	0.40489437218	300.0
MYC	2.1820286333	7.7905577222	9.9725863556	0.110793211872	0.0934665373753	0.0476868421484	0.134692536198	0.109300889845	0.0613055697833	0.0789886907237	300.0	0.381399038933	0.390444462877	0.037977557823	0.336761529732	0.346926151464	0.0295574192283	-0.227415520682	300.0	0.478839739255	0.476093988969	0.0255999196496	0.493565697368	0.489755215185	0.0405478345288	0.163678107824	300.0	0.297244037662	0.297207815289	0.0126893895334	0.30512829894	0.305217988369	0.0126979419319	0.454576968026	300.0
STAT4	2.5085851167	2.786079	5.2946641167	0.145278928756	0.13449735241	0.0371042907939	0.16928087471	0.15496434372	0.0412869822477	0.258646285609	300.0	0.480237799614	0.487140958659	0.0193766929032	0.585718487182	0.590803805275	0.0296667578899	0.114228639089	300.0	0.557885828427	0.558209549216	0.0162013942785	0.575216012241	0.575598279965	0.0272056073867	0.358163982324	300.0	0.303691790604	0.30354270224	0.0157812962685	0.313745195367	0.313223697444	0.0175415231052	0.479649234598	300.0
STAT1	2.6158571444	8.6787737222	11.2946308667	0.106376795702	0.0947337751526	0.0428832564201	0.120990526998	0.101178708735	0.0468227977481	0.0884151521584	300.0	0.47825215414	0.486064270473	0.020446541542	0.583376212786	0.589165102645	0.0314319988399	0.114518365673	300.0	0.448647237055	0.447505755004	0.0138197338061	0.464147649359	0.462130219301	0.0253864034636	0.352152973721	300.0	0.330306769623	0.330384490698	0.0122048213734	0.340575393735	0.340790787638	0.0164913833839	0.53968357243	300.0
ETS1	2.6438298111	6.8488314444	9.4926612556	0.0787450073543	0.0677062050509	0.0352185975753	0.095694462039	0.0826790862994	0.037128274868	0.0782102242169	300.0	0.412691538599	0.422355186544	0.0265153169897	0.492176080908	0.500356529048	0.0347154284773	0.00513845300378	300.0	0.541942262105	0.540868814787	0.0202156742659	0.563928004946	0.561058612626	0.0325342999586	0.335734343904	300.0	0.319555319654	0.319479994687	0.0136503962007	0.330047489531	0.330034115339	0.0149254360452	0.510196595835	300.0
NFATC2	2.9514250556	4.9454028889	7.8968279444	0.0861661092188	0.065915723919	0.0463227931244	0.093204138917	0.0723832849462	0.0484489747357	0.151953998847	300.0	0.435972226486	0.442523748524	0.0217229668674	0.515972373391	0.521787280516	0.0307492313397	0.086179321765	300.0	0.521949894799	0.523619033381	0.0166068242819	0.540807542427	0.543243227274	0.0263794744225	0.422170953227	300.0	0.308579542967	0.308730682074	0.0137419002052	0.320457377061	0.32026762164	0.0178494049884	0.562314748999	300.0
SPI1	2.9806269778	4.6750755556	7.6557025333	0.101660477702	0.0942097032081	0.03363740962	0.122945348349	0.116499610089	0.0374367957818	0.0511505209071	300.0	0.482831350695	0.495244151214	0.0292347033275	0.583606982739	0.591874805611	0.0384049001635	0.0838360487684	300.0	0.519106520226	0.515683394415	0.0243511071526	0.545241198947	0.538313889023	0.0384917099669	0.319588555949	300.0	0.325764082407	0.325606576186	0.0203133421823	0.338285933339	0.338034349319	0.0219284298779	0.537281063861	300.0
HNF1B	3.0437089389	3.1828106667	6.2265196056	0.0891122217852	0.073739908961	0.044989182739	0.125031862451	0.103643473702	0.062131826102	0.273752600215	300.0	0.377452856805	0.38333343005	0.0219472777385	0.437051554652	0.442399292983	0.0281140570041	0.00296296176972	300.0	0.434865977114	0.436966945445	0.014987440633	0.450284019504	0.452901094223	0.0268615280514	0.385374449447	300.0	0.265725475566	0.265593362683	0.0157678665635	0.275899579806	0.275857684106	0.0177574089415	0.49255403534	300.0
IRF1	3.1644379333	5.100647	8.2650849333	0.112764775597	0.103635911936	0.032682444222	0.127426425237	0.11671894202	0.0343426661839	0.0807518445718	300.0	0.481251641748	0.487876381207	0.0192690998801	0.586281084413	0.591351719131	0.027454830197	0.135441903267	300.0	0.571750094595	0.573353940661	0.0134199265705	0.59705557422	0.596724989533	0.0227152195582	0.544753542859	300.0	0.322676157152	0.346085526129	0.171295038364	0.363627947071	0.381728838794	0.172456747207	0.041388482088	300.0
EGR2	3.4025694222	4.5985511111	8.0011205333	0.0731978164561	0.06317883913	0.0338379290595	0.0931390068674	0.0814267961602	0.0360009155561	0.168752259458	300.0	0.488095787528	0.498439772289	0.0281425782312	0.584336069421	0.592620336278	0.0348528612902	0.0999979000286	300.0	0.448702546159	0.444944450455	0.0271019510702	0.476411484024	0.468832052649	0.0418804754519	0.317538684271	300.0	0.322011316266	0.3221452116	0.0187375197933	0.336406601772	0.336277763867	0.0187422576514	0.574414021174	300.0
REL	3.5512753333	4.7665549444	8.3178302778	0.173057363756	0.154751314995	0.0460567941412	0.204000964432	0.179721739556	0.0579154728982	0.214610869656	300.0	0.476989252003	0.485405131713	0.0235971428268	0.573020780666	0.57994389975	0.0330797255251	0.122356498468	300.0	0.647320398041	0.648747806677	0.0189259438459	0.683216684989	0.680617999544	0.030261001125	0.549369502068	300.0	0.334987291179	0.334698137927	0.0130040543421	0.350108103096	0.350082344225	0.0162111991525	0.619619078091	300.0
ELF1	3.5549874333	6.3416162222	9.8966036556	0.0856002223907	0.0763207475947	0.0334564618846	0.104479934427	0.0919798204516	0.0335480085179	0.150905727125	300.0	0.474567225733	0.48367393755	0.0390786787078	0.401701379448	0.412814137046	0.0287947319643	-0.0256589342079	300.0	0.539418054631	0.537409720704	0.0209002294742	0.570444454143	0.566202147983	0.0359675031293	0.437342777504	300.0	0.319913104193	0.319699442673	0.0148418671771	0.334284731586	0.334318141601	0.0175184264591	0.597251966473	300.0
NFKB1	3.7315569444	5.5893885	9.3209454444	0.0911638431789	0.077814609353	0.0363792400686	0.112183285901	0.0925473404318	0.0444704713125	0.203997528115	300.0	0.509470393294	0.516445170971	0.0210189461237	0.615102939329	0.621112374365	0.0287094644387	0.157115897014	300.0	0.499220050719	0.50135819532	0.0217067642399	0.529941663586	0.527832223789	0.0325650074357	0.431855688629	300.0	0.324737337237	0.324886380094	0.0120744017151	0.340447317713	0.340542185645	0.0141787035311	0.635189806982	300.0
PRDM1	3.8644370167	3.7260415556	7.5904785722	0.0702820001807	0.0649552377277	0.0270904900073	0.0842002683239	0.07309151371	0.0288001612844	0.148351455314	300.0	0.41788217562	0.42894176746	0.0452596026727	0.367721392437	0.381550050244	0.0335489973324	-0.197988451544	300.0	0.481890002501	0.477655067016	0.0282717654625	0.512781917418	0.506096644757	0.0478818407083	0.337765594204	300.0	0.272963883751	0.273019679186	0.0186402486417	0.288222225308	0.287424546316	0.0271297849436	0.559045939018	300.0
NR3C1	4.0846352944	5.5904311944	9.6750664889	0.150918943157	0.130620651922	0.0558832062005	0.195428172345	0.164831815401	0.0741470973064	0.326286722123	300.0	0.449218174734	0.456194622868	0.0210749489562	0.527835702413	0.533465883146	0.0296875341766	0.12711164925	300.0	0.456578251461	0.458868432327	0.0209151271399	0.481855913688	0.483905892863	0.0350083818772	0.370119919847	300.0	0.286509878518	0.286294021056	0.0140584560164	0.301432561011	0.301517588684	0.0147089187119	0.616480038448	300.0
TP63	4.3175586167	2.9397125556	7.2572711722	0.104731966928	0.0889127378704	0.0409666970957	0.133539767963	0.110560616162	0.0540192562263	0.238611796814	300.0	0.439695463319	0.450560168039	0.028316131048	0.514469502299	0.523862975936	0.0371314773918	0.045298580143	300.0	0.517013986162	0.515333162338	0.0245263676037	0.55217854474	0.547203534357	0.0413699371688	0.451763917744	300.0	0.322183456543	0.321775205851	0.0164230665212	0.340896130444	0.340464260115	0.0227069507309	0.691405076137	300.0
EBF1	4.8253935556	3.7254591667	8.5508527222	0.142779610525	0.133085124875	0.0327134896504	0.171573625113	0.158551395612	0.0426002837159	0.26463320965	300.0	0.490648698739	0.49821634802	0.0215555200927	0.57640466368	0.582714895133	0.0287823639661	0.142491983235	300.0	0.532612011364	0.530371363582	0.0192196913675	0.568185432116	0.566124346035	0.0296318203485	0.516541210327	300.0	0.293325123675	0.293396602646	0.013824742538	0.312283839308	0.312359139984	0.014256531406	0.703372656926	300.0
ZEB1	4.8690177778	2.5856321389	7.4546499167	0.103718106683	0.0922108280843	0.0327572787795	0.130765309759	0.11703047179	0.0433872954464	0.247743567881	300.0	0.453380926742	0.461478088984	0.0229105105774	0.529680540449	0.536383534609	0.0312096396722	0.0906692484301	300.0	0.490627332323	0.492305228727	0.0162893438904	0.525578337594	0.524470890676	0.024752067376	0.597545287959	300.0	0.287095562504	0.287060718406	0.0117193115977	0.306017514812	0.305878968499	0.0145889692913	0.694575291281	300.0
BHLHE40	4.9141532	4.6152053333	9.5293585333	0.106108197371	0.0901727186633	0.0402877372837	0.136645818212	0.112484844325	0.0561959954023	0.253417557898	300.0	0.467576817213	0.47671009878	0.0246757645477	0.545361551148	0.553181429387	0.0334618154701	0.0902803469894	300.0	0.513940898557	0.513149544708	0.023100127875	0.55314225719	0.549256743597	0.0392312228219	0.49651324515	300.0	0.28571659174	0.285659543301	0.0150781314097	0.304744995276	0.304553902558	0.0248585710164	0.685727060971	300.0
PAX5	5.3379033444	4.4629486667	9.8008520111	0.0767139356768	0.0723600568728	0.0251272773595	0.10116244319	0.0927233869278	0.0330055627668	0.335240558975	300.0	0.472118629244	0.481288459181	0.0382628097096	0.417731385984	0.428364302124	0.0300505704786	-0.107012580092	300.0	0.447660390119	0.446358100858	0.0206798608717	0.484025667273	0.480145434732	0.0317658382055	0.540667117173	300.0	0.297142527087	0.296697292151	0.017489949532	0.317439405939	0.317895265228	0.01775985963	0.658223651321	300.0
FLII	5.4612429111	3.0720662778	8.5333091889	0.0953536595052	0.0835878194874	0.0425758051979	0.122082273547	0.102577933701	0.0535949279022	0.165897204355	300.0	0.42362436666	0.429104898162	0.0344283091848	0.372554475955	0.380864594475	0.0243428426773	-0.0888867700845	300.0	0.499018751832	0.501926454228	0.0207358950663	0.543616615316	0.539830442339	0.0349157140564	0.565201004705	300.0	0.267110148908	0.267356008856	0.00959919018087	0.287040347724	0.287127583084	0.0103511494938	0.731158102014	300.0
MEF2C	7.1839349944	3.3851671667	10.5691021611	0.0988947517468	0.08632578132	0.0400038948496	0.140202598001	0.119288976448	0.0546440588429	0.395245463649	300.0	0.459494965422	0.464872884591	0.0315636098975	0.412748443059	0.4200754928	0.0215300430306	-0.0288375033853	300.0	0.348025009939	0.349538389623	0.011230179948	0.38185161892	0.383463830782	0.0209461732417	0.681846478848	300.0	0.316639272151	0.317174696714	0.0116358145028	0.349232148148	0.348892166385	0.0147373944927	0.789044642326	300.0
