FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Protection_H1hesc_protection_mean	Protection_H1hesc_protection_median	Protection_H1hesc_protection_std	Protection_K562_protection_mean	Protection_K562_protection_median	Protection_K562_protection_std	Protection_protection_ks_stat	Protection_protection_ks_pvalue	Protection_H1hesc_tc_mean	Protection_H1hesc_tc_median	Protection_H1hesc_tc_std	Protection_K562_tc_mean	Protection_K562_tc_median	Protection_K562_tc_std	Protection_tc_ks_stat	Protection_tc_ks_pvalue	Protection_H1hesc_fos_mean	Protection_H1hesc_fos_median	Protection_H1hesc_fos_std	Protection_K562_fos_mean	Protection_K562_fos_median	Protection_K562_fos_std	Protection_fos_ks_stat	Protection_fos_ks_pvalue	Protection_H1hesc_flr_mean	Protection_H1hesc_flr_median	Protection_H1hesc_flr_std	Protection_K562_flr_mean	Protection_K562_flr_median	Protection_K562_flr_std	Protection_flr_ks_stat	Protection_flr_ks_pvalue
RFX2	0.7711111852	5.4421975556	6.2133087407	0.0529585897468	0.0454068213238	0.0282061486109	0.0319177386733	0.0273042406797	0.0165654643697	-0.228762649617	300.0	0.689629797969	0.705068480414	0.0255244527152	0.753099318895	0.759901021585	0.0550667721458	0.0625944068125	300.0	0.317906639311	0.311411261365	0.0494007224517	0.337226650706	0.324002390796	0.0762207414229	0.0667475988458	26.5709838041	0.0979689172609	0.0981986358552	0.0161825118442	0.104601096145	0.0999507697715	0.0607007570827	0.036101025416	4.53106566217
MAFF	0.8222550873	5.2145415	6.0367965873	0.0186848449549	0.0146971546159	0.0139582617796	0.00817244489691	0.00663443843247	0.00819171054325	-0.00796276203229	300.0	0.694506491052	0.70470235466	0.0480534218742	0.672351233566	0.675756796902	0.0196354559746	-0.0813710117245	300.0	0.23073636174	0.2215013403	0.0519852282679	0.257477785602	0.245424612471	0.079399089415	0.0991302610392	10.8628992006	0.689136846785	0.691807485613	0.0560722646925	0.700393492658	0.704302820965	0.0596309061969	0.123405203858	12.3162855508
SP2	0.8391561746	5.1814583333	6.0206145079	0.00775787173823	0.00669695163485	0.00692317349792	0.00424986674706	0.00364665115288	0.00470633874807	-0.177693769443	300.0	0.735118765536	0.739092698245	0.0402458412337	0.701015044463	0.710110986988	0.0192064262978	-0.154523382975	300.0	0.34648634607	0.337980518937	0.0730630099931	0.334963051208	0.326373241017	0.0524551837818	-0.0103749061401	10.6122400452	0.582852519148	0.583432516994	0.0442290040361	0.598882654853	0.597031885071	0.0473870524954	0.296144293873	96.5025640889
NHLH1	0.851428791	3.9965029444	4.8479317354	0.112012126657	0.0826930846356	0.0723970063339	0.0600320747622	0.0416706772721	0.040179223032	-0.106596640647	300.0	0.695722889111	0.702273873245	0.0561056220668	0.682473611472	0.698382930091	0.0251529495707	-0.54753605653	182.1916374	0.30806599782	0.303970324662	0.0598594756499	0.341352770876	0.324456159147	0.114973132745	0.0727000934966	12.7780102809	0.332071381983	0.330975943186	0.0433461789702	0.340792152855	0.339739559883	0.0682898593684	0.0328540389731	5.64215982173
ZFX	0.8619202963	6.8428931111	7.7048134074	0.0274625909485	0.0242036569778	0.0133738541854	0.0188179322591	0.0168566767459	0.00805109769963	-0.179092701084	300.0	0.69500093627	0.703390385885	0.0585974092582	0.679527156616	0.698403353245	0.0280608011521	-0.58943939483	300.0	0.408142566633	0.398879325252	0.0579774779493	0.430239265498	0.408545725773	0.101920028391	0.00866391117833	50.2328623232	0.189733774433	0.189860427777	0.0160145681534	0.195368683953	0.193710391909	0.0381622597795	0.150197504967	86.3935928331
ELK4	0.8926702302	6.6488153889	7.541485619	0.0600848213256	0.0515858860056	0.0269755972078	0.0403460880815	0.0346633851054	0.015254587763	-0.128694471368	300.0	0.668910901112	0.693607037213	0.0735840844706	0.633986693972	0.643515920825	0.0326349651038	-0.0569003425693	300.0	0.300344013455	0.293639489563	0.0536019791992	0.324756134482	0.313025248488	0.0946068145199	0.0738335089636	46.006562944	0.431796087443	0.429402755054	0.0489321693094	0.440079413167	0.441928053873	0.0596966861268	0.155282134962	15.7421467865
CEBPB	0.9303690952	6.3966905556	7.3270596508	0.0199819162	0.0150754101385	0.0168393953945	0.0103690534931	0.00700897538478	0.010045146691	-0.0854510608797	300.0	0.691069922893	0.701092976897	0.0489304273576	0.668891040736	0.672914167824	0.0224009774696	-0.102942323737	300.0	0.172015061089	0.165971717446	0.0379141327939	0.185818161581	0.173119632691	0.076682672374	0.00143992055611	3.08506718451	0.522343101352	0.524454384799	0.0585372417219	0.53443042151	0.535322754498	0.0586022220994	0.174543678295	11.1436724473
NFE2L2	0.9733192196	7.5595246111	8.5328438307	0.065546251979	0.055750547208	0.0327273756179	0.0362036554783	0.0303899151794	0.0157387866544	-0.0208804548071	300.0	0.60239650907	0.606978786091	0.0238282971812	0.675795665412	0.688289860671	0.0588804682413	0.126300857898	300.0	0.32062752325	0.304492922369	0.0751852608291	0.360966799919	0.349263557781	0.112376207533	0.124103719061	16.9618241104	0.42703603296	0.425168167005	0.0475865981169	0.439019776997	0.435509864645	0.0555206861954	0.195187449231	19.6669350987
BCL6	0.9825444233	5.507985	6.4905294233	0.0212254967556	0.0171098897877	0.0138551716442	0.0127636008674	0.010478529604	0.00812334417657	-0.0977243878536	300.0	0.711434369798	0.714915768183	0.0440267359376	0.696995207349	0.706087605531	0.0202158504068	-0.488690064392	300.0	0.323472442056	0.315801434613	0.0511048249421	0.339432807082	0.329847118763	0.0848801152097	0.0265152580509	11.3130635186	0.448796834834	0.450517365417	0.0459225699184	0.459648762911	0.461499530391	0.0463882538396	0.187710084034	25.2494303919
NFIL3	0.9992733968	5.4661834444	6.4654568413	0.0487077880833	0.0380895874953	0.0331282562777	0.0252500515759	0.0210767709926	0.0183743017709	-0.0303485108328	300.0	0.638479047039	0.64509905979	0.0241418223243	0.695544871359	0.707434461998	0.053641155893	0.136863530937	300.0	0.375378772522	0.363209069478	0.0759237182335	0.397564581019	0.372327413065	0.150104820806	0.0391504122625	2.90936227525	0.565542053272	0.568261846198	0.0679395873585	0.578665052285	0.585359289075	0.0707082164773	0.201259689922	8.35205073825
PRDM1	1.0049048201	3.7260415556	4.7309463757	0.101085877625	0.0904972838144	0.0510014213368	0.0612943219684	0.0553157472095	0.0295710783512	-0.228142481371	300.0	0.681506611712	0.700784737456	0.0661524884335	0.658368775123	0.666855126482	0.0299764802719	-0.127603389671	300.0	0.352195956945	0.345946410509	0.0506666810769	0.382735649431	0.367489025041	0.0872873418334	0.0979102105626	20.8032261299	0.124575225743	0.120802127294	0.0778671758879	0.121223904882	0.120577089953	0.011083640522	-0.0204918032787	0.935159125956
NFKB1	1.0533231296	5.5893885	6.6427116296	0.0354846871356	0.0307742242964	0.0144661003798	0.0258074787812	0.0230418801729	0.00853783010989	-0.115337208649	300.0	0.702806982888	0.712079658887	0.0201969068005	0.786271145064	0.790613039771	0.0411877022386	0.25160931609	300.0	0.338475982689	0.328855469082	0.0731715093143	0.330699813337	0.321155490008	0.0475163185629	-0.0192896318139	6.7383159238	0.127341085488	0.126941050238	0.014072509014	0.131609996665	0.130008439231	0.0428795560736	0.115995476243	16.2196639309
TBP	1.083032377	7.1221270833	8.2051594603	0.0252837054101	0.0203510721318	0.0166336675216	0.0140211518889	0.0112758939739	0.0109610859033	-0.0250531126403	300.0	0.662525967203	0.667795219708	0.0242556748398	0.696533378383	0.708031772808	0.0514728157347	0.00844997144744	300.0	0.384305106858	0.374577006317	0.0499186812382	0.401171848762	0.388362771322	0.0873408421096	0.0169515669516	4.50678564027	0.648812316269	0.646070962343	0.0552882981969	0.660290051143	0.662993056191	0.0625752208874	0.250327584546	14.2334646159
BRCA1	1.189527918	6.5185210556	7.7080489735	0.0386060879371	0.0321248568268	0.0267241476992	0.0235574811313	0.0196905288949	0.0156389656565	-0.325229874448	300.0	0.694370793489	0.704991202481	0.0207944970849	0.753369415133	0.75786423889	0.0466807678521	0.103124127263	300.0	0.409100127514	0.39810844742	0.0695027179723	0.4255449893	0.414205092529	0.102656443137	0.0757488679902	8.54794084644	0.386534877617	0.385508542356	0.0348048586497	0.39158440994	0.394381483151	0.0409317457607	0.129031926052	10.6658833044
ESR2	1.2062266508	2.7405983333	3.9468249841	0.0223392971636	0.0191648041681	0.012839670798	0.0127223443713	0.0105340252531	0.00741172931788	-0.101610772027	300.0	0.700128320133	0.709675904551	0.0203424977384	0.758902365294	0.76357155574	0.0410640106636	0.13552881	300.0	0.364033351658	0.352306207581	0.0623206959414	0.383015142281	0.36729565586	0.0838531023329	0.032581003107	12.2637482465	0.509025603927	0.50497736821	0.0420726466622	0.518394503867	0.517999690871	0.0460985362202	0.26982493651	54.9749669982
RREB1	1.2581391138	7.0157968333	8.2739359471	0.137153960608	0.113002363649	0.0703712699674	0.0821289053789	0.0681247111827	0.0388850207942	-0.147086397453	300.0	0.724142414456	0.729143082526	0.04707127276	0.696208731107	0.706838816584	0.0231551737589	-0.306738793171	300.0	0.433721147411	0.418838354633	0.0761424604711	0.442830796558	0.432097782935	0.0895282417908	0.009375	3.28443598184	0.491330610574	0.495033749588	0.0720232352049	0.520284866663	0.513086160344	0.074707178422	0.213759683004	13.5820203519
RELA	1.3267648505	7.24568025	8.5724451005	0.0629230723504	0.0546055971753	0.0244619922823	0.0455548110127	0.0405216455138	0.0143173126963	-0.106738300146	300.0	0.704729480353	0.71462006708	0.0208345770165	0.783881184364	0.788518379825	0.0420665924072	0.248085374376	300.0	0.357540127007	0.349144044087	0.0456959447161	0.37405396241	0.36307773027	0.0766077420993	0.0160564217411	9.49145075041	0.421802547989	0.424486629426	0.0359540179385	0.436742111471	0.436424819006	0.0432763606665	0.202296202129	21.0125428019
JUN	1.4216276481	5.9365860556	7.3582137037	0.0583594435049	0.0474954601966	0.0342767086279	0.0296765793229	0.0243216538592	0.0182343691487	-0.0643953950736	300.0	0.636538209976	0.643481063712	0.0290258352613	0.684957614974	0.700543703975	0.0632648913911	0.0699387159096	300.0	0.346666452906	0.334575778431	0.0660180759546	0.401171638626	0.380713633386	0.124107302142	0.14135574895	27.1266129853	0.541191250884	0.541174201246	0.0428140089936	0.561927014312	0.56163652161	0.06445345856	0.373879118157	41.9307958485
IRF1	1.4436679894	5.100647	6.5443149894	0.00892187606187	0.00783985402481	0.00705622599846	0.00550162012072	0.00467492479453	0.00471090030035	-0.191074847903	300.0	0.707004526685	0.715641047345	0.0178698897297	0.754337882744	0.758007971152	0.0383551639722	0.150623753562	300.0	0.329840979806	0.321823512439	0.051400253141	0.346176386345	0.337480428048	0.0727273762026	0.0257584132954	24.1812878096	0.439813530598	0.394999141286	0.298268965461	0.570199661361	0.639108835675	0.361867969311	0.105104288449	11.2518888958
REL	1.4884503201	4.7665549444	6.2550052646	0.0355057658001	0.0308047337418	0.0148286604417	0.0257042951979	0.0228793084937	0.00886128551674	-0.100750879935	300.0	0.741876729424	0.747022773227	0.0473514390079	0.702100952794	0.713691658706	0.0229472036708	-0.14989303024	300.0	0.36121872563	0.354865680817	0.0481015578627	0.377267456289	0.367717468958	0.080095240272	0.0259540030223	10.6065423195	0.331085407417	0.333380819362	0.0943874409099	0.328681945946	0.325592071975	0.0536142282271	-0.0243472813831	1.90859302649
SOX5	1.4915345926	3.8766035556	5.3681381481	0.0324503906431	0.022744474604	0.0282360027135	0.0152697552641	0.0099795330541	0.0171274167667	-0.130459694625	300.0	0.56209450139	0.565840213841	0.0208440699431	0.69904326438	0.708604787458	0.0488690616264	0.277500840183	300.0	0.23237154406	0.222471043192	0.0814256699634	0.21791752895	0.210923307299	0.0451472016857	-0.0181929219617	1.76706088435	0.276973834892	0.282125436307	0.0467343671318	0.30026131095	0.295101851095	0.0672370679622	0.200203036001	14.3648800364
E2F6	1.5822735344	5.2749288889	6.8572024233	0.0113138508691	0.00941810021717	0.00858655040105	0.00749377613953	0.00639467014103	0.00500349734443	-0.244738284534	300.0	0.727326919141	0.734459311182	0.054767859217	0.686607157345	0.70289502287	0.0257107975181	-0.210226450505	300.0	0.348118351187	0.341070065836	0.0483452652986	0.368816901629	0.355106114928	0.0817426882079	0.0388006489708	62.5634901567	0.203713220789	0.203195939065	0.0167807777163	0.210909402714	0.210104500094	0.0288881511069	0.361925911084	162.995229293
TP63	1.6135303228	2.9397125556	4.5532428783	0.0222935370943	0.0182478930662	0.0141356253975	0.0135178409679	0.011002568187	0.00811510554634	-0.0665694973441	300.0	0.68800585154	0.704024510858	0.0584566752954	0.67488263812	0.680957627234	0.0260015959505	-0.155026789742	300.0	0.449810731879	0.443634776249	0.0559209917619	0.500754821438	0.484603442725	0.109450043984	0.150881877624	37.8709463756	0.1483524594	0.148584408249	0.0153697553647	0.156861454623	0.154627471889	0.0390348380016	0.342348474853	68.4821714593
NR4A2	1.9498718704	3.9887769444	5.9386488148	0.0335933946453	0.0283506312587	0.0201850540801	0.0227983295673	0.0197169741527	0.0118481240343	-0.191337738108	300.0	0.693474100467	0.709285061415	0.0243648400075	0.75478132273	0.7618435506	0.0526757728132	0.0503428701939	300.0	0.326958527526	0.317728646521	0.0537407079192	0.357787399079	0.339495808801	0.0921990703171	0.0768796812197	87.7435303734	0.243741726579	0.243277825454	0.0231792305542	0.254269850793	0.253318683766	0.0327651119921	0.495237957304	300.0
PAX6	1.9628858042	3.2277611111	5.1906469153	0.049783219831	0.039520176967	0.0309043069635	0.0252897060398	0.0200432677469	0.0162069251888	-0.0113124728707	300.0	0.638323639167	0.642435177563	0.0227167245088	0.702106527466	0.712893835858	0.0493552356372	0.179922099875	300.0	0.338771554736	0.321984640949	0.0878604719941	0.363093527307	0.343934871894	0.117128123825	0.0209397264548	2.23830479583	0.596644047884	0.596546079008	0.0629156075912	0.614318204422	0.6179112872	0.0754910722886	0.258025855104	10.8073446554
KLF1	1.9930731429	5.8667564444	7.8598295873	0.0259279897981	0.0214713802505	0.015290322486	0.0136683430906	0.0119022867123	0.0088457575475	-0.0601577258514	300.0	0.70613142294	0.714795234402	0.0191334053842	0.762991398941	0.766677468605	0.0403141589247	0.179349232499	300.0	0.269967165098	0.259815730135	0.0556977529245	0.299243802815	0.283411865565	0.0950529163001	0.0760538170845	14.6475494698	0.62339164729	0.623163889482	0.0605444156674	0.651794046182	0.653064302302	0.0624045554082	0.406085192698	85.9382391118
NR3C1	2.2382088161	5.5904311944	7.8286400106	0.0261896642639	0.0204898198611	0.0159051422376	0.0150713814669	0.0120705697041	0.00925220414004	-0.018825743451	300.0	0.704751765354	0.713853266769	0.0443819695952	0.69417806221	0.697691941788	0.0203137142596	-0.198563886834	300.0	0.331017787018	0.319216969228	0.0593839368855	0.355675015427	0.33900404896	0.0992882081544	0.0369109912249	6.48855502867	0.182055772661	0.179810878427	0.0427645014081	0.191910622025	0.187669019883	0.0517861434942	0.393421689664	57.5678418223
ELF1	2.2454946138	6.3416162222	8.587110836	0.00921592469572	0.0073617052102	0.00822009781837	0.00545371455949	0.00423048094632	0.00492528396918	-0.0757574676499	300.0	0.657845236622	0.663933011392	0.0259658562987	0.69501300726	0.711062602109	0.0588222429039	0.0580088728481	300.0	0.301967235359	0.293712156171	0.0537807069429	0.328365904022	0.315079138134	0.0903134969201	0.0746628999651	48.6577548298	0.123833804157	0.123156574522	0.0170744653014	0.130727081694	0.129056791932	0.0431591390455	0.282129063074	49.3255230438
MYC	2.4499387804	7.7905577222	10.2404965026	0.0491443949793	0.0366341800056	0.0325104523385	0.025875746143	0.0184612288284	0.0174542753151	-0.0462481951547	300.0	0.542910925261	0.548935842569	0.0266751305552	0.686266675973	0.700672912801	0.0592557304054	0.288807514788	300.0	0.336446675333	0.330414316789	0.0614853980359	0.374269927172	0.356649915833	0.116757914247	0.0844094540173	14.1106103487	0.384430126078	0.385249400145	0.0439025675351	0.404484161137	0.404252084902	0.0473864920469	0.323801641869	56.4192624623
NFATC2	2.5463260212	4.9454028889	7.4917289101	0.0621911758902	0.0531534209677	0.0286185004959	0.0458581725084	0.0410939294452	0.0169293608826	-0.114502472044	300.0	0.677801280524	0.68156483251	0.0200274051966	0.707886415465	0.716943692904	0.0445009839464	0.0330757643015	300.0	0.280705959121	0.273432069804	0.0544561872414	0.302922882879	0.293625126516	0.0762094349253	0.0880794536312	11.0544972554	0.611311638588	0.623106845966	0.0525363566457	0.651650007364	0.655504170042	0.0914993219383	0.268441558442	25.1180438035
SPI1	2.5603795503	4.6750755556	7.2354551058	0.0111460523778	0.0096173708017	0.0069776503931	0.00733877528071	0.00646634838522	0.0039939145704	-0.204445544133	300.0	0.748139921775	0.756629426506	0.0627929897553	0.688087725535	0.709644092388	0.0273891553626	-0.0460480882383	300.0	0.337608103987	0.331829196794	0.0450861624673	0.374581198104	0.360134646887	0.0887363374442	0.12286913405	300.0	0.258964605823	0.259284141388	0.018181656665	0.273196234527	0.272931549141	0.0282688157247	0.616434799896	300.0
ZEB1	2.6104677077	2.5856321389	5.1960998466	0.0239224435619	0.0197950166818	0.0115642080209	0.0439308828782	0.037187397824	0.0228497949838	0.0248504839025	300.0	0.696584332225	0.707649226115	0.0532739454823	0.694998971941	0.7010325981	0.0225150409013	-0.268098761864	300.0	0.332273615855	0.318166411097	0.0631967190811	0.369053039757	0.358674260144	0.103437706182	0.104854766349	23.5887227705	0.73228616139	0.73601999767	0.0533970312596	0.772967402752	0.773643064962	0.0548054688056	0.537783499881	100.279020104
KLF5	2.723998164	4.5370098889	7.2610080529	0.0116931566325	0.0101604907246	0.00684552355614	0.00794400812034	0.00705975198859	0.00391157808943	-0.176808024781	300.0	0.735710991209	0.744473256299	0.0642684334428	0.687736531396	0.709784559829	0.0278397259881	-0.146148602693	300.0	0.328086816	0.322742233696	0.0441491133742	0.36912094167	0.354440013894	0.088360843511	0.142643019385	300.0	0.274917060511	0.274329423144	0.0217326991491	0.290289462471	0.289522678119	0.0299531307925	0.659449197567	300.0
RUNX1	2.9305984259	4.7534962778	7.6840947037	0.0233703084938	0.0189972750458	0.0125075838072	0.0140647146358	0.0118996927785	0.00701891845197	-0.000290247988322	300.0	0.708521193573	0.718713455829	0.0463299358324	0.686911340263	0.690171959351	0.0200078089777	-0.0180085103166	300.0	0.46088358155	0.452931822296	0.0428456122063	0.498812374563	0.48912761799	0.0720877406976	0.192607538803	40.1217975207	0.132741476119	0.132335781486	0.0152488327553	0.141496765213	0.140630871562	0.039698420422	0.351607980182	74.0663922845
MEIS1	3.0498200265	2.8871627778	5.9369828042	0.0564606519387	0.0501465228037	0.0170734629063	0.0823871062336	0.0711105605785	0.030431642725	0.0093409085117	300.0	0.724852306968	0.729383393547	0.043477919804	0.711738675564	0.721880431653	0.0205763613775	-0.445794517965	300.0	0.298011250303	0.287317500058	0.0650704228518	0.324847000026	0.306270625684	0.0971359310501	0.0644930056419	32.0374948916	0.282971462375	0.282694195049	0.0128033653908	0.299635020308	0.299540089567	0.0289721958242	0.691027054882	300.0
GATA2	3.251334172	4.9865788333	8.2379130053	0.0082339664242	0.00670270400136	0.00674013603083	0.0205371761477	0.0169021660857	0.0137722319486	0.1113924842	300.0	0.657601621593	0.662732902659	0.0167864225793	0.688469441237	0.699218922613	0.0593815360167	0.0728510354626	300.0	0.362980555782	0.353257448434	0.0492922227377	0.438193203401	0.425482250927	0.0948249593213	0.311706144096	26.7026436979	0.377013614218	0.3761801371	0.0456175630681	0.399316080904	0.399473674954	0.0538331059036	0.479608600197	39.9553596946
GFI1B	3.3890956614	5.525732	8.9148276614	0.0124387055207	0.0102547970979	0.00774016115325	0.0213563971592	0.0175696772307	0.0136452794583	0.0682981903963	300.0	0.686155823968	0.689957138213	0.0214222288021	0.712897320636	0.723837254868	0.0500021102882	0.0671188629249	300.0	0.442334604844	0.432656369963	0.0487790021761	0.486780378059	0.474761818912	0.0739691134725	0.239839034205	41.9251008057	0.440918524353	0.438048827669	0.0557563441928	0.463706152704	0.466035208162	0.0574018876253	0.286128290314	51.7853833335
MYB	3.4171287011	6.4129717222	9.8301004233	0.135673742992	0.122499826994	0.041609730306	0.200281092138	0.174632742812	0.0789762246052	0.0222233653479	300.0	0.709440646235	0.71997205091	0.0473125546397	0.698119858155	0.701763750812	0.0203998359037	-0.110883472707	300.0	0.276796168791	0.265765293971	0.0713647385326	0.311156508029	0.295403309818	0.0903007600933	0.121168274384	16.0108367016	0.108694171169	0.10817322988	0.0192666378764	0.119010453626	0.116224635831	0.0599986957718	0.354825512576	37.8983127575
MECOM	3.5427527354	2.913285	6.4560377354	0.0186923664063	0.014391950954	0.0154536685421	0.00867127585854	0.00651739905047	0.00926717044832	-0.00225200796354	300.0	0.548606739768	0.552963819632	0.0216915046843	0.696349955078	0.708792040363	0.0599360722799	0.341419284014	300.0	0.256525751157	0.241662797469	0.0782648576093	0.296368249383	0.282438434421	0.0920769743265	0.200756569121	15.20848616	0.649419561472	0.650996224885	0.0526264407748	0.689886307131	0.69591548828	0.0737375218232	0.595905450788	82.7720214608
GATA1	4.1942316111	5.2011149444	9.3953465556	0.00728700016476	0.00554878734658	0.00817339030811	0.0198450312205	0.0162918665038	0.0156589609337	0.121766962533	300.0	0.651467897072	0.656441242775	0.0170840991608	0.693511981431	0.704677646288	0.0603227324383	0.152514227079	300.0	0.290236514748	0.280108893589	0.0546423000026	0.373738742863	0.361597519217	0.104357135786	0.331703555654	30.3332925457	0.247345797807	0.243470677032	0.0422131654031	0.263567932994	0.263864449729	0.0446647807078	0.438114610367	36.174207942
MEF2C	4.8711500714	3.3851671667	8.2563172381	0.0108260790755	0.00863573592593	0.00852935503373	0.0204603308687	0.0158946921483	0.0140439243239	0.0353102856628	300.0	0.646519670575	0.650770796559	0.019714575328	0.727774057552	0.73722170284	0.0437722786762	0.32960975589	300.0	0.282368674574	0.276322522998	0.0444532351372	0.317049049222	0.305705555457	0.0778981480173	0.157762121631	25.7206092077	0.224889839322	0.225170841853	0.0192197696276	0.248705787336	0.247845920924	0.0385280707312	0.669069371802	300.0
BHLHE40	4.9875352275	4.6152053333	9.6027405608	0.0104236806496	0.00780988220739	0.00858786769268	0.0198193329923	0.0152821094415	0.0156619514149	0.0182671793893	300.0	0.696658071241	0.702227808694	0.0224251455569	0.717287697926	0.73138639319	0.0527662344099	0.0190520497026	300.0	0.292479041739	0.288287893399	0.0408557541341	0.342374863851	0.329459980714	0.0804450657733	0.228213291436	47.4595520017	0.23365923959	0.233610886806	0.0129420178894	0.259490306264	0.257591533924	0.0420950961297	0.745887760039	202.487044446
