FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Dnase2Tf_H1hesc_protection_mean	Dnase2Tf_H1hesc_protection_median	Dnase2Tf_H1hesc_protection_std	Dnase2Tf_K562_protection_mean	Dnase2Tf_K562_protection_median	Dnase2Tf_K562_protection_std	Dnase2Tf_protection_ks_stat	Dnase2Tf_protection_ks_pvalue	Dnase2Tf_H1hesc_tc_mean	Dnase2Tf_H1hesc_tc_median	Dnase2Tf_H1hesc_tc_std	Dnase2Tf_K562_tc_mean	Dnase2Tf_K562_tc_median	Dnase2Tf_K562_tc_std	Dnase2Tf_tc_ks_stat	Dnase2Tf_tc_ks_pvalue	Dnase2Tf_H1hesc_fos_mean	Dnase2Tf_H1hesc_fos_median	Dnase2Tf_H1hesc_fos_std	Dnase2Tf_K562_fos_mean	Dnase2Tf_K562_fos_median	Dnase2Tf_K562_fos_std	Dnase2Tf_fos_ks_stat	Dnase2Tf_fos_ks_pvalue	Dnase2Tf_H1hesc_flr_mean	Dnase2Tf_H1hesc_flr_median	Dnase2Tf_H1hesc_flr_std	Dnase2Tf_K562_flr_mean	Dnase2Tf_K562_flr_median	Dnase2Tf_K562_flr_std	Dnase2Tf_flr_ks_stat	Dnase2Tf_flr_ks_pvalue
ELK1	0.7458734788	7.0989505	7.8448239788	0.043070591795	0.0395432126884	0.0222699700442	0.0909823001063	0.0837974410981	0.0533241754532	0.00720427968555	244.470144451	0.565712760235	0.572436529127	0.0312398134061	0.666030755099	0.670388228209	0.0677996910079	0.217902407794	300.0	0.4979505205	0.493465036266	0.0339565427455	0.537785303745	0.524007313298	0.0822045404129	0.178775969541	300.0	0.315991933041	0.315783381416	0.0221257016584	0.324242822977	0.321180803826	0.0703697551513	0.189492599104	300.0
RFX2	0.7711111852	5.4421975556	6.2133087407	0.0555383183804	0.0510115283696	0.0368228347816	0.128073005312	0.110770835662	0.0732051518602	0.0685057235237	271.701123455	0.598716659871	0.608044563905	0.0307141138999	0.71979310421	0.723963773491	0.0767972312226	0.264839860802	300.0	0.492334144783	0.489101146812	0.0276535545787	0.510925421737	0.502081940119	0.0657941290451	0.121175215257	300.0	0.305960392359	0.305556778249	0.0206032302153	0.315144045271	0.311464857248	0.0617493091431	0.227074910666	300.0
MAFF	0.8222550873	5.2145415	6.0367965873	0.0301268002817	0.0281797090725	0.0196097082254	0.0633373780169	0.0545762860564	0.0364891632591	0.0738078976967	86.0757779741	0.638710965177	0.643612265093	0.0586418953678	0.632424207949	0.639791122892	0.0309263081553	-0.312643465066	57.9582109932	0.417079195806	0.418422100024	0.0137925764185	0.432205869707	0.426724626838	0.041442256211	0.222178905449	300.0	0.273388119007	0.273284255701	0.0108653592615	0.279111879612	0.278611155909	0.0346658643505	0.235533116727	300.0
SP2	0.8391561746	5.1814583333	6.0206145079	0.0311562548756	0.0281676142291	0.0161490915933	0.0671272155553	0.0556873911902	0.0336348693381	0.0812659621185	273.839248624	0.696904360705	0.701674851215	0.0636975549555	0.641937246547	0.653203279068	0.0302690790947	-0.0124905775112	300.0	0.577552516223	0.579264231199	0.0142541181635	0.587307160239	0.588238801097	0.0346098384774	0.205742530435	300.0	0.318641849825	0.318601981587	0.0162251795256	0.326078976408	0.325077694036	0.037513974746	0.2911584998	300.0
NHLH1	0.851428791	3.9965029444	4.8479317354	0.0913430973648	0.0832285572055	0.0413665692971	0.21147738867	0.185198274319	0.109496692086	0.0904258943545	132.075653277	0.650391257513	0.654860311787	0.0784745559721	0.589226904474	0.600944759469	0.0312964882841	-0.052534315618	188.089875507	0.508962167416	0.505151175205	0.028195637326	0.528817072873	0.521762557943	0.0658329397995	0.127207572218	273.991431903	0.331935802722	0.331446428124	0.0152815774261	0.339895588483	0.33819956775	0.0440463776899	0.340924365991	300.0
ZFX	0.8619202963	6.8428931111	7.7048134074	0.0879284891058	0.0766052813339	0.0481947968808	0.188595233594	0.171482510333	0.0985305906244	0.0411310223714	300.0	0.566215476587	0.576185063608	0.0313115157434	0.672894943316	0.677738854103	0.0778158399577	0.207521451901	300.0	0.539748390583	0.540137237538	0.0220368044555	0.557963218649	0.553009978495	0.0490097850992	0.189984189686	300.0	0.318642106433	0.318428305661	0.017751348232	0.326651421887	0.324940419806	0.0471310571613	0.29471739301	300.0
ELK4	0.8926702302	6.6488153889	7.541485619	0.0432952053566	0.0393006304386	0.0236701018488	0.0889546805297	0.0804059433392	0.050124929649	0.00223556000046	300.0	0.602078450693	0.606318943159	0.0781569300315	0.56753750326	0.571009198164	0.0336669056797	-0.187732344807	300.0	0.512704801346	0.50820234719	0.029712089414	0.542216162413	0.531610062855	0.0720078134568	0.152332371778	300.0	0.311847099893	0.31146869587	0.0168855800463	0.32043551928	0.317918646837	0.059549512537	0.27368127544	300.0
CEBPB	0.9303690952	6.3966905556	7.3270596508	0.0306010726889	0.0283356872456	0.0164028267802	0.068369730625	0.0553214015315	0.0411179146181	0.0550029205623	65.9993713619	0.639331421384	0.647589738011	0.0673932739971	0.634303606307	0.645344521302	0.0306833179931	-0.282947609675	48.1412143623	0.494904661595	0.495482607141	0.0221265185171	0.508842092959	0.506306724392	0.0535997297587	0.145714411957	281.165541888	0.298695819776	0.298486813061	0.0113767102269	0.305681368614	0.3048402061	0.034311903625	0.31551873242	300.0
NFE2L2	0.9733192196	7.5595246111	8.5328438307	0.0596695889459	0.0530401802822	0.0310388299695	0.030410287007	0.026989606951	0.016305546625	-0.0242713958822	79.4710961203	0.562231952344	0.568159540887	0.032306075451	0.610770238003	0.618231249961	0.0672882049965	0.0348826075063	300.0	0.634589818564	0.636285125689	0.0178317956665	0.65942929484	0.654168981374	0.0517268771135	0.299627531832	300.0	0.282155759078	0.282326838875	0.0118509057751	0.289950698327	0.288824847574	0.0380758740741	0.327564606769	300.0
BCL6	0.9825444233	5.507985	6.4905294233	0.0743011219874	0.0686278666152	0.0412080322498	0.170481203028	0.13878204486	0.0906175193296	0.123726110669	202.101143683	0.64359490124	0.652589742806	0.0276960488592	0.715737890882	0.720547131713	0.0595161057638	0.14673895489	300.0	0.519561589834	0.518845390309	0.012214757754	0.53289001672	0.530873289098	0.0280191583576	0.2621376343	300.0	0.325665024223	0.325815195976	0.0137096380111	0.333441423705	0.333101176617	0.0316152820937	0.365084296914	300.0
NFIL3	0.9992733968	5.4661834444	6.4654568413	0.0279912940701	0.0240273367456	0.0209909248924	0.063448493871	0.0507849226948	0.0386181210829	0.077985265547	42.4834859568	0.633289812116	0.651359690778	0.0746104391511	0.602860810605	0.609916002415	0.0413867891919	-0.0420622723596	76.1246051072	0.324012681531	0.325179130541	0.0198954810938	0.333994486373	0.33123519902	0.0604679170209	0.12225220339	112.988552278	0.28028701796	0.279719160238	0.0133444124269	0.288761160491	0.286293267312	0.0379353592787	0.384170810459	300.0
PRDM1	1.0049048201	3.7260415556	4.7309463757	0.0654839116644	0.0613209246104	0.0375125056723	0.159065485652	0.140482936999	0.0892463537282	0.0663830778155	157.873235812	0.635147977743	0.639949922244	0.0867534267288	0.578371093412	0.586834337911	0.033655800892	-0.0909283342645	194.344920747	0.488420624092	0.484128296337	0.0286549072603	0.512527658518	0.501106598593	0.0718804062302	0.16367435358	300.0	0.276658248408	0.276763147503	0.0182781802873	0.281374260168	0.280066289953	0.0621327253745	0.0938140460959	277.019567962
NFKB1	1.0533231296	5.5893885	6.6427116296	0.0846537779447	0.0725080542404	0.0502555910826	0.184982959207	0.156531805493	0.102474901609	0.109240367812	213.133369294	0.623286138844	0.634511815209	0.0270925870667	0.753349622577	0.757959705512	0.0679938013062	0.393091511558	300.0	0.505285301668	0.507449423558	0.0219704895695	0.523157161414	0.520994474169	0.046828208343	0.215775166042	300.0	0.328699352192	0.328833572163	0.0119433201363	0.337063505935	0.336646508794	0.033890102357	0.382684862506	300.0
TBP	1.083032377	7.1221270833	8.2051594603	0.0652294917214	0.0598156293161	0.0465318936881	0.152904054967	0.13289344216	0.0808108753677	0.137052460576	95.8059999386	0.623087657434	0.643218755883	0.0809897348677	0.614827280979	0.619111037588	0.0366565144999	-0.172374486874	66.2992386007	0.37182667081	0.37274132293	0.0233299828547	0.379859331511	0.379388980731	0.0574396236787	0.0837243487165	124.735337228	0.336881252972	0.336751876502	0.0130195481117	0.347136092396	0.345600894945	0.0399002887852	0.434859723508	300.0
BRCA1	1.189527918	6.5185210556	7.7080489735	0.092808803998	0.0774697838817	0.0821953489164	0.187065835408	0.160608609164	0.102743631616	0.0695028037171	78.7877133756	0.622305049557	0.635927500005	0.028778213012	0.692535269066	0.6979717873	0.0757783094122	0.0535192503112	230.111115103	0.502605264734	0.504177191513	0.0202834492912	0.512929370163	0.514480381746	0.0490322642037	0.144388525523	270.939903769	0.314759670546	0.314861763336	0.0118405173618	0.322944854971	0.322855364315	0.0341057212115	0.36784946662	300.0
ESR2	1.2062266508	2.7405983333	3.9468249841	0.0986247873879	0.0819442358737	0.0734686952241	0.194450010828	0.1700768639	0.0957193159525	0.0684758429469	170.537763899	0.624404112161	0.63294571721	0.0275089236977	0.735320489265	0.740319997054	0.0645991448141	0.33447535634	300.0	0.545960461655	0.548866068621	0.0196883004706	0.562613415401	0.564288029454	0.0417578790501	0.235350170924	300.0	0.30227376043	0.301985504816	0.0141839240107	0.310732425529	0.310081879219	0.0302182213947	0.392874697138	300.0
RREB1	1.2581391138	7.0157968333	8.2739359471	0.104424140015	0.0900708877065	0.0711528009334	0.226533556976	0.196372524066	0.122101632947	0.116785169598	72.7949508147	0.626374878332	0.639913510739	0.0315669999555	0.705980779293	0.711297852074	0.0704196148879	0.148252638051	300.0	0.56839254161	0.570903792603	0.0245973351994	0.584237038772	0.585907909867	0.052184622685	0.17170698319	300.0	0.276726013339	0.277279657476	0.012546684144	0.28656084211	0.28549768002	0.0381706571483	0.368132306522	300.0
RELA	1.3267648505	7.24568025	8.5724451005	0.0809175887605	0.0713241790821	0.0459888983698	0.188483414464	0.164871072631	0.103508985672	0.147543633918	198.281311079	0.623515144221	0.634334649745	0.0275734057648	0.750358888727	0.754690724341	0.0700038550511	0.388549973781	300.0	0.472743217816	0.47530726221	0.0228628182243	0.493072231585	0.490886186252	0.0504891946452	0.24842011754	300.0	0.307540675021	0.307540228292	0.0123727288101	0.316815853788	0.316323069877	0.0336247725856	0.410380685811	300.0
JUN	1.4216276481	5.9365860556	7.3582137037	0.0302375038579	0.0269789287054	0.0177723676389	0.0654509464835	0.056859321878	0.0355766268059	0.0135339522519	120.013569284	0.60300858339	0.620504373621	0.0855899525153	0.597442819188	0.604500264939	0.0382998914886	-0.174717006979	131.240557468	0.406022618648	0.403351303622	0.0298741148677	0.437769963802	0.420494291715	0.0878883434133	0.201373492463	300.0	0.315538305981	0.315116201441	0.0180384878045	0.328364795335	0.325155094594	0.0600013484551	0.425693649871	300.0
IRF1	1.4436679894	5.100647	6.5443149894	0.0310410093091	0.0281379774557	0.0162671834297	0.0666106432153	0.0554845401419	0.0316051934011	0.128286493922	300.0	0.650061471168	0.66156917487	0.0324797782192	0.703171554726	0.708881014282	0.063254077553	0.00528800302985	300.0	0.574318372611	0.575929423088	0.0134802083312	0.590628390137	0.591433575893	0.0344333858869	0.332832491715	300.0	0.28930021841	0.271764405461	0.160541308651	0.369565277328	0.42355633798	0.171017829072	0.171711094104	300.0
REL	1.4884503201	4.7665549444	6.2550052646	0.104764481857	0.090237940944	0.0559579995535	0.234988647082	0.20664409375	0.125487682735	0.126775082067	182.824950584	0.608823861125	0.620498212593	0.0300689743348	0.714435640386	0.719384357169	0.0770271049577	0.249470135439	300.0	0.651735862906	0.6531730081	0.0190550404112	0.677646388323	0.675087280496	0.0424644677629	0.378000791495	300.0	0.337262992813	0.336981161717	0.0127413862881	0.348198049867	0.34759268036	0.0401615033613	0.464573625382	300.0
SOX5	1.4915345926	3.8766035556	5.3681381481	0.0243768377749	0.0228701810719	0.012598385571	0.0641522226162	0.0517318338466	0.0322355436778	0.195540371339	73.9179503596	0.646023322108	0.655179584928	0.062815278246	0.622267152155	0.628944262087	0.0295811381367	-0.0551512645334	108.189072567	0.471420727371	0.473578200897	0.0161463326984	0.479757853375	0.483375129316	0.0412195290292	0.219062964026	300.0	0.32057867121	0.320341013301	0.0139680750155	0.33088661745	0.330390142943	0.030204694777	0.48944063333	300.0
E2F6	1.5822735344	5.2749288889	6.8572024233	0.0457515431694	0.0403271340341	0.0245812364662	0.0954068478583	0.0840418895325	0.0530196127423	0.0712003209562	300.0	0.594271254136	0.602564802551	0.0290486452003	0.705088566099	0.709012823869	0.0742060371406	0.280572459228	300.0	0.539033381194	0.536943899661	0.0230489998906	0.564194154281	0.559690749417	0.0492386082776	0.274978310936	300.0	0.328366402156	0.328182975441	0.0163263657098	0.34063573055	0.339213501222	0.0437516207789	0.472804153154	300.0
TP63	1.6135303228	2.9397125556	4.5532428783	0.0931296406347	0.085460076806	0.047833372561	0.203442676842	0.174244365918	0.112774834268	0.0605158905282	177.850953237	0.63502469213	0.64132072522	0.0824325267995	0.594064452801	0.606133060849	0.0340817842165	-0.171103822251	160.907031537	0.522770068146	0.521070531173	0.0247994274947	0.550449448166	0.542406356305	0.0599327479606	0.271072933984	300.0	0.325739571735	0.325402802507	0.0159508863965	0.340869329663	0.336854886563	0.0607191579451	0.51949630705	300.0
NR4A2	1.9498718704	3.9887769444	5.9386488148	0.0480845411555	0.0406630982253	0.0282599815094	0.100456994932	0.0914800094631	0.0558198528128	0.0808670076283	300.0	0.590687532816	0.601039573752	0.0284104271013	0.723328423247	0.727790199122	0.0729715314376	0.375954355181	300.0	0.520730212396	0.519619881186	0.0229122249703	0.548796715043	0.54339793027	0.0497972950292	0.320884972457	300.0	0.324993440606	0.324968541071	0.0165452339146	0.340066803731	0.338270216205	0.0453264557979	0.550076979285	300.0
PAX6	1.9628858042	3.2277611111	5.1906469153	0.0766458941708	0.0656740064125	0.0511915138741	0.194724526106	0.159252029877	0.107435049964	0.204512060811	52.693259305	0.507022296628	0.514081671811	0.0352033601877	0.61379756771	0.630836209594	0.0838912064891	0.303113141799	292.259145617	0.498316858345	0.498292043629	0.0243014290584	0.514649096384	0.517428878439	0.0602419571671	0.186603837761	213.53744131	0.289423130278	0.2893190356	0.0122097188237	0.300542447954	0.300708760445	0.029057421895	0.470944819337	300.0
KLF1	1.9930731429	5.8667564444	7.8598295873	0.0322543475739	0.0294607657219	0.0149464896107	0.0676209833297	0.0581277929855	0.0311210106864	0.146812221964	152.222630225	0.647011651319	0.654274313728	0.027836826478	0.734198228719	0.739076711985	0.0563240992024	0.282271586097	300.0	0.649056542514	0.649434336903	0.0169509424951	0.679151073428	0.676547536209	0.0403578401488	0.43354465556	300.0	0.306088267855	0.306016177712	0.0130231815524	0.319665611142	0.318792030705	0.0327715586763	0.539640652903	300.0
NR3C1	2.2382088161	5.5904311944	7.8286400106	0.0413919111435	0.0354759222319	0.0266534238024	0.089112408868	0.0733199642874	0.0535311577541	0.16284344324	102.956586702	0.681883922982	0.687283346084	0.0628039289357	0.643010761627	0.65208158684	0.0298513061168	-0.076563338426	204.999816954	0.458241317359	0.460539840106	0.0209913095568	0.477557350715	0.479785468035	0.0506243718535	0.246924496398	300.0	0.287503689231	0.287336834246	0.0134196544653	0.301011579265	0.300591424525	0.030746882209	0.526552002489	300.0
ELF1	2.2454946138	6.3416162222	8.587110836	0.0440611589038	0.0401124187156	0.0232030809176	0.0906026903597	0.0789691109689	0.0510097653694	0.0845169412936	300.0	0.617184106466	0.621820878915	0.0780157197621	0.60778450471	0.616633318787	0.0317592407116	-0.232940523599	239.384419544	0.539320770022	0.5373127983	0.0208964600959	0.572380521921	0.566813757229	0.0525846232439	0.377315525901	300.0	0.319843348851	0.319641784545	0.0145141335303	0.336313247512	0.334545684644	0.0465644539853	0.558349519133	300.0
MYC	2.4499387804	7.7905577222	10.2404965026	0.115722728025	0.102891312638	0.0545995236069	0.270493000101	0.228677791068	0.136631180833	0.172466221133	139.694702372	0.514021769587	0.52017002621	0.0356752806469	0.591463686399	0.602627683125	0.0830717581579	0.195044639693	300.0	0.473254547452	0.470540823627	0.025301321915	0.501047958061	0.496722376086	0.0600844563698	0.274456585664	300.0	0.293802171371	0.293785124051	0.0130351235099	0.309365265973	0.308586016967	0.0366193956641	0.603195082418	300.0
NFATC2	2.5463260212	4.9454028889	7.4917289101	0.0291626518269	0.0266828831617	0.0157745055377	0.0675101287674	0.0561385416169	0.0318635095058	0.225895251212	121.712199727	0.644475459491	0.657239547141	0.0664857997715	0.641485481096	0.64690714082	0.0303075756718	-0.158756231722	70.4065074728	0.518188705938	0.51984581665	0.0164871549359	0.54552397619	0.546850177609	0.0396005809288	0.45860357506	300.0	0.306352780241	0.306505958179	0.0132543181019	0.323339195637	0.322583538261	0.0285585270589	0.619881897616	300.0
SPI1	2.5603795503	4.6750755556	7.2354551058	0.0459163575926	0.0416443688274	0.0236097948034	0.0947423015197	0.0854033432076	0.0564816664965	0.0361117307857	300.0	0.583487023034	0.591527495459	0.0296860136123	0.713438104828	0.71754965592	0.0730563659891	0.372774440097	300.0	0.515404254349	0.512005542259	0.024177435142	0.554241979407	0.544707479049	0.054996023616	0.402849030386	300.0	0.323448844281	0.323316258614	0.0199571992566	0.343954465235	0.340440204908	0.0632752036138	0.558800824075	300.0
ZEB1	2.6104677077	2.5856321389	5.1960998466	0.106338225736	0.0963256597019	0.0601208124502	0.236602925406	0.200739383179	0.133333820538	0.0976452979869	154.981428819	0.635275006254	0.639913764671	0.0648228029554	0.625239638584	0.632553940665	0.02887881388	-0.256156088049	88.8295426025	0.493457074773	0.495144648613	0.0163832943184	0.527703711684	0.523775455463	0.0433055082547	0.466004591375	300.0	0.288762760717	0.28871636995	0.0114032926901	0.304167454584	0.303864239582	0.0376891177896	0.547888146537	300.0
KLF5	2.723998164	4.5370098889	7.2610080529	0.0466680075588	0.0420129399028	0.0235776209039	0.0976086296557	0.0893150565122	0.0571640001846	0.0591225882423	300.0	0.584523878509	0.592188233614	0.030631853363	0.709805103744	0.714191632355	0.0740125964128	0.350753596527	300.0	0.514657826069	0.510733859494	0.0243934736302	0.55610435401	0.545288429424	0.057199214294	0.422655780916	300.0	0.32124575104	0.320964837902	0.0199169986217	0.340814546223	0.338123300843	0.0659424779326	0.549952267421	300.0
RUNX1	2.9305984259	4.7534962778	7.6840947037	0.043617981034	0.0385886061469	0.0196393200952	0.0924252998161	0.0777759082287	0.0483481854842	0.195839791304	186.216840882	0.664414824608	0.669314292075	0.06380354536	0.640763389034	0.650101014422	0.0269340739233	-0.158759914631	165.008956584	0.600386099329	0.601549899149	0.0164524671239	0.637234902855	0.637423937073	0.0392720923133	0.510692538094	300.0	0.309704881943	0.309983683223	0.0120166228667	0.329121932306	0.328434121821	0.0323874458973	0.645081476314	300.0
MEIS1	3.0498200265	2.8871627778	5.9369828042	0.0350872443459	0.0304321081553	0.0207524828602	0.0754657920922	0.0656485285137	0.0368092073256	0.1949447381	300.0	0.62542543364	0.634468943061	0.0274867208512	0.705498575628	0.709888001644	0.0652626797447	0.234161400877	300.0	0.42319366572	0.422810886138	0.0208207231037	0.449523719997	0.448996888426	0.04493135736	0.330596644582	300.0	0.296139762853	0.296078211274	0.0114289869412	0.315081528976	0.314415262121	0.034331422808	0.655191705857	300.0
GATA2	3.251334172	4.9865788333	8.2379130053	0.0267161652676	0.0254524749454	0.0164933450707	0.0546256806215	0.050816148257	0.0302246020991	0.0779859780094	46.2280154722	0.600296767738	0.605115616051	0.0273942237626	0.63912458352	0.650245800553	0.0674687127407	0.125656000957	287.190647969	0.389514537903	0.391207885577	0.0160118990198	0.442304692155	0.431401755712	0.0643203851146	0.487648061204	300.0	0.301019031372	0.30084280299	0.00858199885259	0.322491655237	0.320830299682	0.0443770652668	0.60976199726	300.0
GFI1B	3.3890956614	5.525732	8.9148276614	0.0417634385166	0.0374713032741	0.0256308914804	0.0909620761113	0.0771110695853	0.0505381273452	0.178564930361	136.419460152	0.658848849862	0.665018516557	0.0819402597837	0.629331454082	0.645946682534	0.0317098742293	-0.154165762415	91.6239856402	0.534542730058	0.535530437391	0.0184258503285	0.576146658403	0.572213361009	0.0509699380208	0.504933840632	300.0	0.335589542621	0.335506192422	0.0116406879722	0.35843569723	0.358058891382	0.0388087947831	0.673788844154	300.0
MYB	3.4171287011	6.4129717222	9.8301004233	0.0647233403691	0.0549683959181	0.0474607679775	0.147015495117	0.120082053626	0.0790015482708	0.225621017661	123.642408962	0.677389505182	0.683757405772	0.0643097017867	0.64855923017	0.659681788008	0.0290808660592	-0.115852346296	115.915136909	0.558932108826	0.559249814636	0.0116395014039	0.597837347305	0.597861888779	0.028839850001	0.656103413469	300.0	0.293360438441	0.293819130956	0.0112073282579	0.314614421613	0.313970790351	0.0370524896382	0.650778577541	300.0
MECOM	3.5427527354	2.913285	6.4560377354	0.066071972469	0.0543633095127	0.0491310368834	0.12986845338	0.11195983611	0.0751234774681	0.129305232563	52.3805990773	0.546479857329	0.552731041481	0.0308958930674	0.642961472086	0.654694010608	0.0684843803973	0.377773275285	300.0	0.433183140838	0.436201003413	0.0206612991432	0.471632962436	0.467808489231	0.0690161036355	0.377506768875	300.0	0.287405799118	0.286944010113	0.0136552719141	0.307951333365	0.307281362078	0.0394418687415	0.599402774855	300.0
GATA1	4.1942316111	5.2011149444	9.3953465556	0.0270264328428	0.0257060093259	0.0119981103411	0.0547223776083	0.0509739204607	0.0310266165065	0.0604066424853	41.1614356998	0.594405867493	0.599757744413	0.0272817551238	0.643633676962	0.65454555638	0.0683493916807	0.205117073732	300.0	0.395271442547	0.396728063695	0.0162466756987	0.456270860548	0.444703129743	0.0656089985929	0.539701438544	300.0	0.289320062708	0.289387267275	0.00828808904008	0.315559582141	0.313883782214	0.0452706828368	0.662733545427	300.0
MEF2C	4.8711500714	3.3851671667	8.2563172381	0.0281793672416	0.0260770081236	0.0126228060204	0.0672012362789	0.0555828893263	0.0329272475003	0.276258210565	165.244222321	0.604264408703	0.611639286178	0.0339347705474	0.669232905589	0.681001329136	0.0632829101007	0.289155096037	300.0	0.348410924064	0.349925981888	0.0112426327458	0.378727546651	0.379995191866	0.0320433903436	0.560400779144	300.0	0.317034667958	0.317526401885	0.0112297848429	0.348556292446	0.348485794552	0.0303125703699	0.744431094432	300.0
BHLHE40	4.9875352275	4.6152053333	9.6027405608	0.0638379776761	0.0560214953561	0.0357941173849	0.147274959457	0.125656198552	0.0834220453707	0.184555803633	156.162725353	0.664610901743	0.669237224963	0.0810879709511	0.62257363146	0.637353223745	0.0288538067034	-0.0614839706403	134.878955372	0.505620375549	0.504841833441	0.0227261449014	0.563064031523	0.556604260814	0.058713621131	0.553050637555	300.0	0.281081020501	0.281085314061	0.0142501102622	0.313902778286	0.30979933059	0.0585192879411	0.724361526721	300.0
