FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Wellington_H1hesc_protection_mean	Wellington_H1hesc_protection_median	Wellington_H1hesc_protection_std	Wellington_K562_protection_mean	Wellington_K562_protection_median	Wellington_K562_protection_std	Wellington_protection_ks_stat	Wellington_protection_ks_pvalue	Wellington_H1hesc_tc_mean	Wellington_H1hesc_tc_median	Wellington_H1hesc_tc_std	Wellington_K562_tc_mean	Wellington_K562_tc_median	Wellington_K562_tc_std	Wellington_tc_ks_stat	Wellington_tc_ks_pvalue	Wellington_H1hesc_fos_mean	Wellington_H1hesc_fos_median	Wellington_H1hesc_fos_std	Wellington_K562_fos_mean	Wellington_K562_fos_median	Wellington_K562_fos_std	Wellington_fos_ks_stat	Wellington_fos_ks_pvalue	Wellington_H1hesc_flr_mean	Wellington_H1hesc_flr_median	Wellington_H1hesc_flr_std	Wellington_K562_flr_mean	Wellington_K562_flr_median	Wellington_K562_flr_std	Wellington_flr_ks_stat	Wellington_flr_ks_pvalue
SP2	0.8391561746	5.1814583333	6.0206145079	0.401909655209	0.40109833388	0.162404432343	0.190782268171	0.195070384942	0.0880353091461	-0.0313849528056	300.0	0.687142466765	0.6926759497	0.0489055491263	0.664456385895	0.675404353275	0.0234881983158	-0.245861518686	300.0	0.488627628118	0.490104616976	0.0147861594586	0.497913660492	0.49998284658	0.0290250842061	0.234150020427	300.0	0.3189555479	0.318225535427	0.0356592617917	0.330674982487	0.325751219016	0.0841006452652	0.087869128049	178.809932773
NHLH1	0.851428791	3.9965029444	4.8479317354	0.129942685882	0.131990698651	0.0432491755875	0.282356464168	0.283648808428	0.0785920421101	0.14508971214	300.0	0.662773005141	0.663092941712	0.0645326148433	0.62239153952	0.639653022915	0.0341217798548	-0.223659382414	147.383827904	0.476570685763	0.474698449006	0.0219358053444	0.489997675231	0.484374040863	0.0460712989265	0.108876997798	300.0	0.33335385207	0.332168895083	0.0288391243159	0.344402692676	0.339022396624	0.0817227395555	0.0718992039898	94.2824084997
ZFX	0.8619202963	6.8428931111	7.7048134074	0.167905770965	0.173825308759	0.0555474435478	0.373244823344	0.368538553738	0.110913370451	0.090510432364	300.0	0.679793593626	0.684537053269	0.069479791141	0.617562213077	0.634663223561	0.0304969532121	-0.0354738704037	300.0	0.44025347357	0.440113370643	0.0176019030576	0.452339729095	0.449169549826	0.0324734524101	0.141142685198	300.0	0.319006904991	0.318576746029	0.0266508256644	0.332953283669	0.324827274671	0.0949103503416	0.0795512916506	300.0
ELK4	0.8926702302	6.6488153889	7.541485619	0.15262152109	0.147233572778	0.0602960687854	0.354201153972	0.34347583203	0.117942678155	0.043077225364	300.0	0.608103711937	0.612032985001	0.0751498905555	0.596699333975	0.611487128012	0.0372344157196	-0.328461709953	187.833555659	0.565624425323	0.562364847709	0.0173522609066	0.583351889521	0.574895882426	0.0398928797957	0.236805694933	300.0	0.312376991822	0.311971679176	0.0264529054833	0.324988536865	0.317527884064	0.0986269218606	0.0579013914958	185.41825533
CEBPB	0.9303690952	6.3966905556	7.3270596508	0.131855295272	0.118207580914	0.0586941059965	0.303255788858	0.279556673015	0.0975075286107	0.16264021047	300.0	0.649413503012	0.658715328805	0.0560745695506	0.644422141294	0.654443182622	0.0295173797873	-0.307387732186	63.5850446959	0.510917464291	0.511399966302	0.0170681593154	0.523086353206	0.522571807892	0.0354249123519	0.21147474335	300.0	0.299345275829	0.299059572754	0.0216268531984	0.307687427338	0.304223758041	0.0631566043145	0.0620107069729	55.33394095
NFE2L2	0.9733192196	7.5595246111	8.5328438307	0.167071944239	0.162640571653	0.0596721908343	0.405904180775	0.39719510718	0.113377122086	0.182589931332	300.0	0.576861900886	0.579617031215	0.0325051491631	0.620815760093	0.633943145359	0.0589297180296	0.0822152492094	300.0	0.607216814671	0.608215594076	0.015519444394	0.625800604241	0.621987108628	0.0410865486816	0.270146770597	300.0	0.281977838424	0.281720376686	0.024812333312	0.291194814189	0.288903923197	0.0572908173606	0.10913045985	169.929993927
BCL6	0.9825444233	5.507985	6.4905294233	0.188371733719	0.20613242951	0.0615683350297	0.380701397512	0.403836677998	0.105519713941	0.11409528425	300.0	0.663208241104	0.664693916809	0.0513847227609	0.649326952946	0.661921470912	0.0275782014859	-0.356717513418	80.2564668538	0.545313624005	0.545165321506	0.0180507232449	0.558971695541	0.557602577056	0.0372954708755	0.189494346652	300.0	0.325819699406	0.32537313141	0.0303144592673	0.33442206267	0.332083382799	0.0662367812796	0.0912876348982	150.055029307
NFIL3	0.9992733968	5.4661834444	6.4654568413	0.128978307824	0.120503671632	0.0356281797879	0.308132123219	0.286729749785	0.0775906500982	0.228469732636	300.0	0.599557053854	0.606227448146	0.0330765195524	0.643133459734	0.660104164118	0.0627238381311	0.108862270926	250.975432242	0.351227995941	0.352291381306	0.0158431106373	0.35970710989	0.360437886604	0.0413875866467	0.211807988172	300.0	0.281041392825	0.280225976398	0.0309126332501	0.29362636997	0.288110626266	0.070686365167	0.0986192124307	33.8240507249
PRDM1	1.0049048201	3.7260415556	4.7309463757	0.213842348998	0.195796849731	0.0727462480308	0.465506020285	0.431029449327	0.138470188397	0.125590073106	300.0	0.604050108537	0.627418397806	0.0835849026922	0.567954755986	0.571614222268	0.0388453739813	-0.0118861466323	300.0	0.380597482685	0.377879572117	0.0201856200669	0.39201825101	0.386657306099	0.0418214950425	0.104711912112	300.0	0.276402521072	0.272621252886	0.0280934492561	0.286246953122	0.27613653815	0.113653133581	0.00608724802383	37.606596257
NFKB1	1.0533231296	5.5893885	6.6427116296	0.166451359573	0.152662740538	0.0571787049499	0.335953649017	0.313868072795	0.095848695561	0.157962178908	300.0	0.656244845909	0.66989564475	0.02509172098	0.770191114475	0.772048141649	0.050739708262	0.448588148276	300.0	0.643437588335	0.644505184512	0.0141119159558	0.66131813646	0.660056148954	0.0256605369868	0.346394919257	300.0	0.328808059596	0.328740650446	0.0200759948147	0.338765501809	0.335908847592	0.0732294537189	0.116405698976	218.285930981
TBP	1.083032377	7.1221270833	8.2051594603	0.184742438659	0.195814615063	0.0486124674777	0.387665176711	0.402126874709	0.0871582893543	0.187905505792	300.0	0.64813162497	0.66640872358	0.0631389346582	0.639724527626	0.64678879657	0.0325422059924	-0.190470599563	102.968702974	0.387082393016	0.387903671734	0.0185514067099	0.395153528909	0.397477494185	0.0387491726713	0.162378507453	300.0	0.3368676513	0.335869004816	0.0274019483733	0.351978712787	0.348550504554	0.078637804242	0.158358989762	70.0236923718
BRCA1	1.189527918	6.5185210556	7.7080489735	0.090762452323	0.052265695684	0.0768624406875	0.215319680012	0.145862558023	0.138840346018	0.0383043023301	300.0	0.652603534656	0.666778931072	0.0276872551638	0.737747665613	0.741315761726	0.0545879832606	0.346456888858	300.0	0.536378122355	0.539303314939	0.0203950227764	0.54784516286	0.553851844404	0.0426398300704	0.155131227429	300.0	0.31484638767	0.314839312559	0.0193922603146	0.323293080858	0.322303020356	0.0601159479528	0.106162864916	73.5752219646
ESR2	1.2062266508	2.7405983333	3.9468249841	0.210218756383	0.217413386396	0.068787846384	0.450385966202	0.459246547207	0.121629661655	0.081574576653	300.0	0.653058471022	0.665615702703	0.0262504896779	0.751357291761	0.751524918331	0.0495318810961	0.41070035607	300.0	0.491948353907	0.493810984615	0.0197662896569	0.506660016716	0.508402415904	0.0351630173382	0.180466947829	300.0	0.271777955309	0.271052490435	0.0278929188628	0.281776815786	0.278473415836	0.0681072484999	0.0955188907953	198.709163981
RREB1	1.2581391138	7.0157968333	8.2739359471	0.18950939736	0.199285672469	0.0537896447646	0.41992420284	0.433310153144	0.0893453888325	0.203224639634	300.0	0.65138533349	0.665084001574	0.0264123904381	0.711120066001	0.712221992158	0.0521880289394	0.133875072613	300.0	0.561359456396	0.563044198455	0.0225317073874	0.577979792426	0.578777278663	0.0413433487709	0.176768178269	300.0	0.304029509435	0.304625940323	0.0204858979225	0.317701902249	0.314199653802	0.0660334581729	0.149166006949	105.068077579
RELA	1.3267648505	7.24568025	8.5724451005	0.148300392899	0.129859887818	0.0550354856802	0.317346508243	0.28978585335	0.0887405041917	0.185526661884	300.0	0.65622011687	0.669710962458	0.0260571792247	0.769063290489	0.76972532552	0.0516230479585	0.452701842311	300.0	0.642133766801	0.642886759385	0.0142582117299	0.663381592707	0.661674574081	0.0259445348458	0.397638312837	300.0	0.307948931147	0.307630576998	0.0199196735535	0.319086300532	0.31615171796	0.0721454946932	0.127247029378	189.688393049
JUN	1.4216276481	5.9365860556	7.3582137037	0.18281784349	0.204940068478	0.0652968798853	0.421927409396	0.433647036132	0.143201030154	0.138817085866	300.0	0.613419795694	0.637004387347	0.0776461742451	0.60941750625	0.613751430386	0.0405186527288	-0.212264061553	124.622318147	0.403299573056	0.402958045297	0.0235868532643	0.42218738276	0.415448906187	0.0591647839208	0.193628033454	300.0	0.316621679642	0.314132946695	0.0348676835095	0.334888747492	0.325511246372	0.101116010503	0.126950555106	148.705645784
IRF1	1.4436679894	5.100647	6.5443149894	0.373414913955	0.360680564917	0.149437094913	0.195971204042	0.191956522679	0.0826589719556	-0.0742983123361	300.0	0.678606887464	0.688338843395	0.0206568102215	0.742729805504	0.747437889946	0.044141847096	0.287477192255	300.0	0.473594821548	0.474734844532	0.0140039195313	0.488256991252	0.489646494211	0.0282024425659	0.325831581688	300.0	0.285203869633	0.155027107573	0.167341522432	0.316618215547	0.330812545799	0.350547712891	0.181961591221	0.353212197096
REL	1.4884503201	4.7665549444	6.2550052646	0.116057174032	0.0969932341984	0.0568452204757	0.290651745771	0.260032075412	0.0973250319515	0.179354551933	300.0	0.648418165526	0.663868921746	0.027862606824	0.723874116545	0.726184747498	0.0573672160731	0.241255367652	300.0	0.595069560629	0.595784580709	0.01343683911	0.616413839916	0.614998189092	0.0249299509384	0.421740458423	300.0	0.337892825241	0.337343824231	0.0209276496662	0.350663354373	0.346466174112	0.0850586017641	0.144184765502	188.797786415
SOX5	1.4915345926	3.8766035556	5.3681381481	0.0890795449583	0.0791990512808	0.0625545614525	0.233042854293	0.216740314382	0.103323975833	0.121004021447	300.0	0.621450455814	0.626275353611	0.0254034574059	0.660995097645	0.67202966091	0.0487036615198	0.199156486373	300.0	0.527366730923	0.529184226991	0.0167503834065	0.539625946135	0.546280607285	0.0378276288201	0.285108392038	300.0	0.321591753938	0.320594138774	0.0318599842396	0.333804633437	0.329951568498	0.0684785086019	0.146957147496	73.6842172502
E2F6	1.5822735344	5.2749288889	6.8572024233	0.160266329525	0.137997941954	0.0697097908131	0.346992938132	0.306398692759	0.125471758479	0.0570173601663	300.0	0.634131129584	0.649380048301	0.0286437146423	0.71085614744	0.715736267247	0.0621137380808	0.174332533749	300.0	0.542731086972	0.540288678808	0.0217265162984	0.565134138173	0.559049071859	0.041494314831	0.248273417173	300.0	0.328659362372	0.328025444317	0.0256768670542	0.345107335067	0.339081859125	0.0820561408224	0.159222655098	300.0
TP63	1.6135303228	2.9397125556	4.5532428783	0.143333955622	0.136172239251	0.0449145478322	0.30846097448	0.296530101038	0.0828221585808	0.147140956333	300.0	0.672519728515	0.673295399198	0.0686542641587	0.625521192203	0.645467992055	0.0359261012362	-0.180559185932	265.507667407	0.465713616305	0.464938220369	0.0175463808693	0.484976976962	0.481023072945	0.0393075572039	0.268395123076	300.0	0.327082130613	0.324952623313	0.0285855932499	0.350780256212	0.338569752324	0.112162773755	0.18258577231	300.0
NR4A2	1.9498718704	3.9887769444	5.9386488148	0.170194739084	0.168577573034	0.0674229505427	0.376709246006	0.361870534176	0.130698066741	0.087235959003	300.0	0.636586404116	0.653728234361	0.0272316713525	0.72108050316	0.725020875402	0.0650916501874	0.261374164394	300.0	0.430385539126	0.429260577454	0.0170671563268	0.4507446773	0.446831154379	0.0330153089455	0.297775992544	300.0	0.325074683907	0.324761691929	0.02578757718	0.34622282772	0.338380078164	0.0901457487976	0.226511634184	300.0
PAX6	1.9628858042	3.2277611111	5.1906469153	0.166881341113	0.175198505911	0.052117141284	0.382804049214	0.395259170269	0.0934085589752	0.210320205002	300.0	0.619762456	0.624449208319	0.0289761314787	0.652938847816	0.667418701775	0.0570706895454	0.0853690561001	279.799831725	0.575132814259	0.57613785087	0.0223913653108	0.597157134627	0.59986214913	0.0457497513588	0.282661576486	300.0	0.289412741301	0.289585620491	0.0264051462918	0.299995552893	0.298810885363	0.0623705583818	0.121767704838	41.9197172568
KLF1	1.9930731429	5.8667564444	7.8598295873	0.239273136874	0.251175757307	0.0884408673915	0.505062750354	0.536675226614	0.15820628307	0.0742980364502	300.0	0.647573865945	0.660762035955	0.0553046396095	0.632298188872	0.63310820831	0.0310002189335	-0.105262829005	300.0	0.390034205701	0.390894454441	0.0214040559143	0.407483413867	0.407213886058	0.0436476725725	0.195913186515	300.0	0.306245599523	0.305926727255	0.024926342314	0.322174266169	0.318395496373	0.0667745427421	0.191910070938	244.274851911
NR3C1	2.2382088161	5.5904311944	7.8286400106	0.177389986443	0.192127802127	0.059257345437	0.395746309085	0.420200083518	0.107643301196	0.186528159945	300.0	0.66815726388	0.67081382072	0.0520489135501	0.658266287365	0.669258391907	0.0273547001312	-0.329889789209	36.7478037166	0.446715674474	0.448944276885	0.0150302463869	0.465901561183	0.469773419399	0.0308247230739	0.325363212308	300.0	0.287866717506	0.287595606429	0.02875860382	0.302376164995	0.299894775807	0.0597556820615	0.191490319753	219.634976498
ELF1	2.2454946138	6.3416162222	8.587110836	0.165166011489	0.158032263293	0.0664498380673	0.370017844762	0.357492616537	0.127759442922	0.0645249270379	300.0	0.637174193356	0.649073228878	0.067345602131	0.630796838288	0.638097224986	0.0347716863618	-0.257458862701	300.0	0.428430858353	0.427016897592	0.0179435070437	0.451604489766	0.446887815655	0.039926651822	0.333786445575	300.0	0.320137760992	0.319999911344	0.0257064460231	0.340893025789	0.334833720228	0.0858330418953	0.216158181961	300.0
MYC	2.4499387804	7.7905577222	10.2404965026	0.13010811617	0.127018956913	0.0460723307685	0.286454228806	0.276251074276	0.0855842854395	0.20792669244	300.0	0.515113211208	0.515722419386	0.038365343426	0.621900314453	0.639239088331	0.0700504034871	0.357737982351	300.0	0.460975611352	0.460302537617	0.020523387488	0.48526612661	0.483513993378	0.0423773315755	0.274813738027	300.0	0.294390941704	0.293386478231	0.0263100955377	0.31124961984	0.307946008993	0.0711514308188	0.23526076325	293.814066103
NFATC2	2.5463260212	4.9454028889	7.4917289101	0.0869860909997	0.0446770117426	0.0814836371729	0.239664863932	0.164542461598	0.147466509425	0.132485497097	300.0	0.614739984431	0.619298025181	0.0262956067692	0.660823760791	0.673615947091	0.0525575199268	0.217565147873	300.0	0.719843306325	0.721100869375	0.0110380900915	0.757241851015	0.758790434974	0.0230776108867	0.614991652458	300.0	0.306645025232	0.306075053944	0.0262250978092	0.326753258931	0.322970135799	0.0671204433148	0.252219026785	181.363848576
SPI1	2.5603795503	4.6750755556	7.2354551058	0.1681540033	0.159113565313	0.0639515125153	0.36239765535	0.341010441658	0.123669826222	0.108685227985	300.0	0.629398779611	0.64555750941	0.0283708013457	0.738066392593	0.742990793212	0.0673768599431	0.366485476381	300.0	0.478383642191	0.475479818742	0.0195138793252	0.509909380056	0.50230241948	0.0418188085123	0.394253404375	300.0	0.323939926078	0.323092147073	0.0298690702131	0.354039813166	0.3403904328	0.116714156558	0.244385279524	300.0
ZEB1	2.6104677077	2.5856321389	5.1960998466	0.167427189787	0.187128049463	0.0605482739254	0.412512054997	0.411451128835	0.116190393057	0.249582172743	300.0	0.67519546686	0.678472617951	0.0542975389348	0.644931317879	0.656732340818	0.0277723342513	-0.160063860925	300.0	0.500399589894	0.501115933892	0.0135242855558	0.530731172196	0.52792217863	0.0326581837769	0.466015143577	300.0	0.288839610911	0.288912063271	0.0213266099325	0.30511496301	0.303199414226	0.0615829241606	0.243468617916	300.0
KLF5	2.723998164	4.5370098889	7.2610080529	0.149974504259	0.140827268583	0.0649384537891	0.348598785247	0.324995385427	0.126450853067	0.117611545571	300.0	0.626370459035	0.644293110872	0.0305200407777	0.708742983388	0.713672935095	0.0722537641656	0.138436535138	300.0	0.509382368397	0.506451409477	0.0183851944667	0.544245326572	0.536473342845	0.040444183301	0.44867656568	300.0	0.322529928797	0.320977885288	0.0314163905861	0.35643609502	0.33755406701	0.128307511978	0.230858570821	300.0
RUNX1	2.9305984259	4.7534962778	7.6840947037	0.151968247175	0.125515104527	0.0635893636626	0.360147956573	0.31231648133	0.120262866833	0.235257313164	300.0	0.620061312826	0.622559312012	0.0293026642435	0.64882883412	0.662867154081	0.0564196318423	0.058891910554	300.0	0.542098635478	0.543614901894	0.0167537005822	0.574543384912	0.576033927538	0.0345532293673	0.443008021409	300.0	0.309010194742	0.309412076506	0.0224987545435	0.33139459885	0.328652561162	0.0619910582533	0.335051010472	300.0
MEIS1	3.0498200265	2.8871627778	5.9369828042	0.184138427431	0.171458204974	0.0554015562996	0.381796713942	0.357044617988	0.104387712541	0.237024678537	300.0	0.682423577557	0.683089873487	0.0559762382173	0.654443436068	0.668917433354	0.028544326068	-0.179258119714	300.0	0.602853203079	0.602399264184	0.015177121492	0.639225987725	0.639707737138	0.0289913500722	0.519439965923	300.0	0.296303808229	0.296189517025	0.0202925378327	0.318006045924	0.31445354728	0.0748677890801	0.295303341273	300.0
GATA2	3.251334172	4.9865788333	8.2379130053	0.118539793817	0.103694062732	0.0533927117786	0.330471417071	0.318547912417	0.117883043435	0.18178487045	300.0	0.622687771916	0.624805698526	0.0209181908991	0.635873965362	0.650059604822	0.0591343359564	0.0734182523162	300.0	0.3631032205	0.364056192071	0.0127504940627	0.400624504271	0.388021102615	0.0523646947698	0.432900994002	300.0	0.301691399627	0.301465913706	0.0235515661655	0.324293907628	0.321421640264	0.0619101434759	0.319617345374	299.366754963
GFI1B	3.3890956614	5.525732	8.9148276614	0.132821925341	0.114773776117	0.0571650129995	0.329366926143	0.29157235898	0.12256381415	0.235277234462	300.0	0.656282234419	0.674679847969	0.0652737024379	0.646524355399	0.651544486867	0.0306113523712	-0.0602331309715	295.562947137	0.436233567192	0.436825498664	0.0106686468617	0.466939310415	0.46674730195	0.0261586840649	0.556922850444	300.0	0.336086694251	0.335485739614	0.0228808616031	0.360123468243	0.355958718166	0.080459631909	0.314483443715	300.0
MYB	3.4171287011	6.4129717222	9.8301004233	0.140676754775	0.11896868368	0.0542077356595	0.336953370481	0.293588878959	0.115979226223	0.272989181139	300.0	0.658543793959	0.672532703942	0.0554514856805	0.65607045352	0.657459071919	0.0294453321795	-0.169750569506	132.973585778	0.64897001889	0.64924210554	0.0133587153104	0.693088602133	0.694067483501	0.0287949149857	0.603079280965	300.0	0.29248375503	0.292769735242	0.020026172321	0.316644546407	0.312983049875	0.0716690490122	0.337617218604	300.0
MECOM	3.5427527354	2.913285	6.4560377354	0.151826334497	0.166739902525	0.0584386375127	0.371267195056	0.384804806624	0.118388259552	0.218401296497	300.0	0.576429387583	0.580771408653	0.0258267536483	0.654092868967	0.668732208278	0.0606700538182	0.409471457432	300.0	0.502477301807	0.503799204605	0.0161805368608	0.541151028504	0.539813502391	0.0463854398799	0.464673215951	300.0	0.288340214346	0.287778754891	0.0307124462759	0.309653279815	0.306799564534	0.0671473446706	0.268492529832	195.343552349
GATA1	4.1942316111	5.2011149444	9.3953465556	0.123866477245	0.11357655282	0.0527916679866	0.338281072302	0.323316962867	0.119072004931	0.222694864458	300.0	0.615633691732	0.618166690941	0.0217834295975	0.640993218394	0.655284094984	0.0600892376733	0.175458023793	300.0	0.443213987783	0.444271700284	0.014947820698	0.496535131471	0.481700130702	0.061693888793	0.491177642693	300.0	0.28880099932	0.289099849612	0.022005948431	0.317215108073	0.31436518332	0.0628486114562	0.417544814189	300.0
MEF2C	4.8711500714	3.3851671667	8.2563172381	0.16688888989	0.176376591667	0.0547177588448	0.354020691854	0.368288561593	0.101540935911	0.27492143476	300.0	0.612116298735	0.617313882655	0.0232571615767	0.688247161778	0.69939382562	0.0504348346116	0.469924451191	300.0	0.484471366487	0.485932653925	0.0128200340028	0.530195675294	0.533395617854	0.025978707924	0.627866738237	300.0	0.315619051703	0.316079706577	0.0277060766936	0.350597330661	0.347720162372	0.0750586065816	0.395559009212	300.0
BHLHE40	4.9875352275	4.6152053333	9.6027405608	0.104489958368	0.101504330649	0.0478568207726	0.284496910603	0.273286734538	0.0955494446643	0.217926136807	300.0	0.673573062682	0.674541675488	0.0676720025758	0.65196649079	0.672043143246	0.0308271925611	-0.213442162799	78.5708769731	0.450643993554	0.450457758721	0.016689209263	0.497478145084	0.495503534593	0.0381052541352	0.566977657798	300.0	0.28143058711	0.280785423329	0.0273582003334	0.327146020458	0.312202146216	0.120070589935	0.421258441163	300.0
