"","FACTOR","EXPR_FOLDCHANGE","EXPR_H1hesc","EXPR_GM12878","Boyle_flr_ks_stat","Boyle_fos_ks_stat","Boyle_tc_ks_stat","Centipede_90_flr_ks_stat","Centipede_90_fos_ks_stat","Centipede_90_tc_ks_stat","Cuellar_90_flr_ks_stat","Cuellar_90_fos_ks_stat","Cuellar_90_tc_ks_stat","Dnase2Tf_flr_ks_stat","Dnase2Tf_fos_ks_stat","Dnase2Tf_tc_ks_stat","FLR_90_flr_ks_stat","FLR_90_fos_ks_stat","FLR_90_tc_ks_stat","FS_flr_ks_stat","FS_fos_ks_stat","FS_tc_ks_stat","HINTBCN_flr_ks_stat","HINTBCN_fos_ks_stat","HINTBCN_tc_ks_stat","HINTBC_flr_ks_stat","HINTBC_fos_ks_stat","HINTBC_tc_ks_stat","HINT_flr_ks_stat","HINT_fos_ks_stat","HINT_tc_ks_stat","Neph_flr_ks_stat","Neph_fos_ks_stat","Neph_tc_ks_stat","PIQ_90_flr_ks_stat","PIQ_90_fos_ks_stat","PIQ_90_tc_ks_stat","PWM_flr_ks_stat","PWM_fos_ks_stat","PWM_tc_ks_stat","TC_flr_ks_stat","TC_fos_ks_stat","TC_tc_ks_stat","Wellington_flr_ks_stat","Wellington_fos_ks_stat","Wellington_tc_ks_stat"
"69","E2F4",0.1745461,8.0240553333,8.1986014333,0.05331157459,-0.0294249022892,0.0214001938351,0.0588202559822,0.00765184890961,0.0521010343056,-0.0275935156496,-0.0429719521312,-0.0266744104074,-0.0614618597125,-0.0924652719496,0.251229506185,0.106456704723,-0.0945883420367,-0.0213888501548,-0.00201066259424,-0.0527870680045,-0.120781770272,-0.0606147729214,-0.0362130994456,-0.0210319758747,-0.0566795357868,-0.0912646070432,-0.0912646070432,-0.0631776096745,-0.0810780719252,-0.000697858952053,0.0356148491879,-0.111140892099,-0.106912783601,-0.0679488068572,-0.0587133529666,-0.0221516954965,0.123038050227,-0.301327001919,-0.0186084429184,-1.34765907316e-05,0.0330360551306,0.0318325388374,-0.00497634850466,-0.117627885574,0.0948212126779
"70","ESRRA",0.1783612333,7.2754227222,7.4537839556,0.0430158730159,-0.0174037089872,-0.0124080881229,0.0552719821162,0.0254446610292,-0.0824980986615,0.00597402597403,0.0117511483722,-0.0204752060882,-0.0784896346106,-0.0893499845386,-0.0655697665716,-0.0291201895417,-0.0978384689752,-0.0179536568658,-0.0209854803831,-0.0200622524052,-0.267475940158,-0.0766817408911,-0.0464831126707,-0.0168144253247,-0.083092478368,-0.0825667025986,-0.0825667025986,-0.0789172070292,-0.036810642941,-0.000815835104212,0.0216855961933,-0.105807626166,0.0127702096834,-0.0776396870456,-0.00737443269193,-0.0195091867284,0.0331591769923,-0.014528449729,-0.035844894531,-0.0192930017535,0.0120326783141,-0.00545932091087,-0.0207003427821,-0.0825560232056,0.0479166164242
"71","HNF1A",0.2036627778,4.7222006111,4.9258633889,0.169622964867,0.0512784751278,-0.0959356261481,0.118151815182,-0.0358333333333,0.20570365251,0.106625386997,0.0940541233372,-0.0376007045702,-0.065330713964,0.0572893991086,-0.0297308893606,0.0781860256054,0.0328153427124,-0.0034931652679,0.0129458346532,0.0361842105263,-0.141504209968,-0.0628720826375,0.00809529173479,-0.00202741752747,-0.0396620140236,0.0733286772834,0.0733286772834,-0.0695890903963,0.00322027182375,-0.0556634323798,0.1800124533,0.0886905276199,0.28709793508,-0.0749442252588,0.0502109024905,-0.0299415863286,0.171975806452,0.191282115255,-0.0761030334111,0.00996128328954,0.0112242600135,-0.152519827404,0.0233236833031,0.0981827181445,-0.148941593201
"72","RFX2",0.2164441333,5.4421975556,5.6586416889,0.0970986018459,-0.0145502645503,0.0337652408139,0.105802387268,0.0440343998214,-0.0942642973822,-0.00720884636499,0.0249417280524,-0.00325810959635,-0.0844089472278,-0.072256844979,0.273004682554,-0.082233352944,-0.0837424153261,-0.000199737959014,-0.00893632325353,-0.0348991428206,-0.00645298821834,-0.0857881068108,-0.0418040183054,0.000363375206811,-0.0656909314566,-0.0614248275682,-0.0614248275682,-0.0831351068815,-0.0463466567666,0.0233797211869,0.17696289218,-0.102331912899,0.000813284212233,-0.0813056413601,0.010698106903,-0.00109022680287,-0.0935049627792,-0.136387419643,-0.0136784888279,0.00593923452143,0.0178499201154,0.0399690110297,0.00747990007582,-0.0883390445475,0.147429632098
"73","PAX2",0.2255426222,5.2315701111,5.4571127333,0.092774566474,0.169458128079,-0.09252260269,0.103968253968,0.0634977788169,-0.265573159419,0.005,0.0378125407662,-0.103510350748,-0.108276336773,-0.139370257135,-0.144735719635,-0.00850232288838,-0.144675271303,-0.0169194544133,-0.0199456890033,0.171875,-0.0919477283468,-0.10962217304,-0.0159640103022,-0.0145433216369,-0.108985162218,-0.135262964981,-0.135262964981,-0.112006412125,0.0111716983641,-0.11588404826,0.144117647059,-0.113515422539,-0.362594783246,-0.112563120711,0.0546117983011,-0.0206420777436,0.0622279830583,-0.136424920669,-0.0718189798312,-0.0215116262823,0.082695707684,-0.184123371862,-0.0272830651404,-0.103485424588,-0.129488580239
"74","FOSL1",0.2495109,5.9053088889,6.1548197889,-0.0316542490012,0.0495482834772,-0.0952581123766,-0.0191298342541,0.134781950333,0.0110979522823,0.0029845626072,0.00190521633809,-0.0739252274967,-0.0761184599355,0.000336174604686,0.229156920592,-0.0926645738324,-0.00151634045551,-0.00798349422354,-0.0264136529296,-0.05,-0.195236202851,-0.0755923344079,0.051551489873,-0.00681944970796,-0.0562227487606,0.00060566614841,0.00060566614841,-0.0774484242838,0.0383440274221,-0.0775156274775,-0.0404925130796,0.0284052428835,0.0362731347225,-0.0796311651059,0.172216783694,-0.0111683212271,-0.0337392149114,0.337908656253,-0.0705434106402,-0.0480624025377,0.106854453387,-0.0892683617832,-0.0422328710358,-0.0117885717528,-0.072527399221
"75","PAX6",0.2689653,3.2277611111,3.4967264111,0.13842676311,0.171428571429,-0.0258570911124,0.177272727273,0.0626271186441,-0.0725379147252,0.070398254228,-0.0276728639798,-0.0362557879481,-0.0814476277024,-0.0530221882793,-0.0497761263946,-0.0132249613995,-0.069963387362,-0.0157125310361,-0.00845878136201,0.0423076923077,-0.00632766363071,-0.077089833169,-0.0222574046226,-0.0117877526281,-0.0895728477624,-0.0359772309084,-0.0359772309084,-0.0883143824435,-0.0162032991475,-0.0217406859728,0.25,-0.014745706766,-0.194910447796,-0.0937746996128,0.146728602454,-0.0225219149623,-0.0235627288987,0.155053805926,-0.0633833270058,-0.0336156351792,0.0746805813043,-0.178488051956,-0.0172197900367,-0.0204671019588,0.0293169679808
"76","NR2F1",0.2710186722,5.3702576667,5.6412763389,0.0221698113208,-0.00149191877331,0.0339702337331,0.0392961624505,0.0910377869794,0.212313737842,0.0238610996279,0.0255150918761,0.00143761409834,-0.0586787400838,-0.0537143240344,-0.0985491365925,-0.0323980667235,-0.0680496269476,0.00618298069236,0.0339385727191,0.0218362282878,0.0267821859032,-0.0571424498943,-0.0270103869544,0.00650531962654,-0.0673787628557,-0.0387991250401,-0.0387991250401,-0.0558227524617,-0.0780182424544,0.0286926119722,0.0582774477869,-0.0565849345394,0.0949897898029,-0.0534646892302,0.035622481063,0.005472368651,0.0125768267699,0.026493391779,-0.0132180947565,-0.0309308376642,-0.000664703862197,0.0376551616223,-0.0166662578523,-0.0354356306892,0.131130942143
"77","FOXC1",0.2817084333,6.6542359444,6.9359443778,0.307627118644,0.0428571428571,-0.204001170217,0.326923076923,0.00625,0.0457492514339,0.143636363636,-0.0399163623513,-0.10684754149,-0.0731580584317,-0.0341380679754,-0.158448222182,-0.0625594218138,-0.0543167563918,-0.00690168717591,0.095520361991,0.122727272727,-0.307818144515,-0.0656869741358,-0.0166013362885,-0.00426342163263,-0.0559477310847,-0.0189379157823,-0.0189379157823,-0.0809700470803,-0.0345694611953,-0.213448509446,0.424468085106,0.0199898663972,-0.27101488112,-0.097286334825,0.124653655969,-0.0128304291641,0.0309523809524,-0.055971031356,-0.102103705248,-0.014532281139,0.0184376373109,-0.0631670215938,0.0141625451311,-0.000563970351273,-0.375799570115
"78","SREBF2",0.2865639111,9.1103612778,9.3969251889,0.0201103458491,-0.0770626520281,0.02159425186,-0.00715173163535,0.0571399857221,-0.0220377361176,-0.053893557423,-0.0154226356179,-0.0053341412582,-0.113644639086,-0.0570151358229,0.0278878885836,0.00767372723894,-0.0735190293237,0.00883109987051,-0.0153323836657,-0.0198412698413,-0.00273537597893,-0.113683426412,-0.0375575718374,0.00905324624125,-0.10928456819,-0.0494643866962,-0.0494643866962,-0.116658328364,-0.0707117380203,0.0234120013622,0.06989219523,-0.0775407590437,-0.027527286643,-0.110628390952,0.0290296800375,0.00852216388498,0.0236590699816,0.0804761904762,-0.0293831288522,-0.0396380188945,0.0188284035682,0.0333556878618,-0.0430483082878,-0.0877327035288,0.00360328952339
"79","THAP1",0.3018008222,5.8000158333,6.1018166556,0.00217923995611,-0.0100173335259,0.0371283444676,0.00229255744429,0.0123390231596,-0.113905683453,-0.0518287901419,0.0068301625553,0.00160098976625,-0.117435353979,-0.0596614782829,0.307073542083,0.145898151312,-0.0710566798427,0.00547491832692,-0.0311005738448,-0.0768660365059,0.0240532174446,-0.117502627213,-0.0324786086583,0.00586226197266,-0.105179187467,-0.0534907234037,-0.0534907234037,-0.116498170952,-0.0144445934289,0.0301882750766,0.0232189113465,-0.0804480499395,0.163507311854,-0.115212415568,0.00826448864161,0.00490696428358,0.169366921269,-0.0830621254061,-0.00656105834193,-0.0449843409721,0.034586028902,0.011207383087,-0.0454281005941,-0.0131833835557,0.12095154089
"80","SOX17",0.3243661,6.3657267222,6.6900928222,-0.0266578249337,0.130909090909,-0.0144004178467,-0.0317682142439,0.0752379269013,-0.00287483166131,-0.0353905795697,0.0476444730626,-0.0504302417243,-0.120983165522,-0.0310497543942,-0.0515232836951,0.115567302053,-0.0447507052129,0.00564747715359,-0.0453527702031,-0.0885304604882,-0.0325750159099,-0.122337792908,-0.00493563182477,0.00609404855204,-0.0968938927391,-0.0213432897914,-0.0213432897914,-0.119126401054,0.00370677238638,-0.0194078892825,0.0219063545151,-0.0607283994419,0.247812671003,-0.117576992332,0.063514293605,0.00481891879768,0.124232486501,0.0100763159961,-0.0610809831885,-0.0478833709948,0.0438325416973,-0.0459093497777,-0.0404454602419,0.00879066710483,-0.0181519997722
"81","HOXA5",0.3250339778,3.5496091111,3.8746430889,0.108792589103,0.0184866415636,0.0352511856653,0.10891664097,-0.0164040541692,-0.0667713670297,-0.0191935483871,-0.0374106725439,-0.00624381974339,-0.115036011393,-0.0858793237144,-0.018328671632,0.0390720749107,-0.0976749702176,0.00699198556365,0.00904081460437,-0.0176157748323,-0.215627658105,-0.115804482771,-0.0315608072803,0.00728969766464,-0.115773848374,-0.0786950584058,-0.0786950584058,-0.114515578987,-0.0686528080402,0.0323707845897,0.142755991285,-0.10315007367,0.0174466521328,-0.113815084564,-0.0111474329149,0.00646976259492,0.0837859753588,-0.0374102948645,-0.0274790016198,-0.031279736034,0.00803410424893,0.0438419761714,-0.0294594068605,-0.0547372316802,0.123013516436
"82","ZNF263",0.3269097889,6.3759042222,6.7028140111,-0.0553833969791,-0.0899089495892,0.0440917685905,-0.0518875180868,-0.0241344664521,0.149303651497,-0.0788318164944,-0.0405388996909,0.0083348548386,-0.0861593467046,-0.107323929672,0.311067864863,0.13214476538,-0.1170645043,0.00851793230984,-0.0382133760099,-0.0814668289714,0.00864998285515,-0.0868373275282,-0.054612588481,0.00867995730341,-0.0813084237264,-0.100033514452,-0.100033514452,-0.085474821918,-0.086816172286,0.0357118043852,-0.052328444061,-0.111990866771,0.185973702603,-0.0851005594613,-0.0236946594429,0.0082448494003,0.169267653131,-0.210023761036,0.00487447969307,-0.0293148515373,-0.01389618474,0.0514696515176,-0.031882690251,-0.09049136704,0.200169837372
"83","KLF1",0.3295018,5.8667564444,6.1962582444,-0.0212917110196,-0.017037037037,-0.0292496636006,-0.0274820710525,0.091113914569,-0.143543387515,-0.017778289398,-0.0384208629081,-0.0363664028519,-0.101956267159,-0.0341093767736,0.00898680670624,0.0238101024663,-0.0520935207084,0.0103433833272,-0.0353760273836,-0.022940089327,-0.119217221357,-0.100597717134,-0.00888620080784,0.0105781961239,-0.108225879083,-0.0250269873828,-0.0250269873828,-0.106499828888,-0.0214315378295,-0.0111547403955,-0.0190994540051,-0.0516408268313,0.0335274886712,-0.109661459611,0.0410400936224,0.00999225130615,0.0354734111543,0.0357316899546,-0.069276601782,-0.0334255357331,0.016099203017,-0.0107393191365,-0.0248276737198,-0.0112395632627,0.0901708870364
"84","BRCA1",0.3420935222,6.5185210556,6.8606145778,0.0210733396286,0.10737704918,0.0441420604202,0.0297444001649,0.0215262599138,0.00375514800914,0.00278481012658,0.0310056158658,0.00772809267383,-0.124255041712,-0.0849711854796,-0.0387987118524,-0.00221369589963,-0.0960299884444,0.00862725932899,0.0569197985277,-0.0243842364532,0.0291968598711,-0.122906731674,-0.0574968333973,0.0087136595058,-0.02047175009,-0.0715068169728,-0.0715068169728,-0.12465812841,-0.0395898145702,0.035463067989,0.021080384345,-0.0738929363118,0.0380203229393,-0.124168721339,0.0361256001724,0.00828342071225,0.0387931034483,0.0395757910454,-0.000192326250833,-0.0242829754756,0.0186805064415,0.0495001969633,0.00203425455988,-0.0186121919585,0.143780888035
"85","FOXL1",0.3485975222,6.5360874444,6.8846849667,0.382323232323,0.0484541877459,-0.0390121392326,0.364903129657,0.134264470491,0.111721055731,NA,0.000325438681539,-0.00397980706158,0.197208871026,0.0563956485452,-0.0949119719379,0.126136777227,0.038961882134,0.00238668266723,0.224814814815,0.0230158730159,0.0232890388086,0.19797067996,-0.0205454959085,0.00380107225845,0.197113009959,0.0679572941056,0.0679572941056,0.197214082713,0.0698481306939,-0.00253489008505,0.501851851852,0.121179884351,0.291154598863,0.188769075405,0.12428612062,-0.000414596350555,0.35,0.212810328676,-0.0385878737951,0.265384615385,0.0706168173335,-0.0302337723846,0.281313131313,0.0913696715584,0.0249771689873
"86","NKX2-5",0.3610327444,5.8370343889,6.1980671333,0.0150853889943,0.0121128925983,0.0047188322331,0.0288713141964,-0.0316072204448,-0.138264955396,-0.0479393173198,-0.0347511555389,-0.0159969042639,-0.0873998125997,-0.0610171968471,-0.0221407037334,-0.00879375291107,-0.0713928181981,-0.00737543336898,-0.0295253028347,-0.0261071996366,-0.134472334542,-0.0874082488175,-0.0285377602226,-0.00622865025601,-0.0686534683103,-0.0538845709833,-0.0538845709833,-0.0871660044266,-0.0396044671099,0.0153229894076,0.0412780656304,-0.0680875317074,-0.0112494931419,-0.0860183348704,0.0285835566361,-0.00937895522417,0.00223612765497,0.070113623022,-0.0359549900504,-0.0302493513474,0.0475860359268,0.0305996898001,-0.01907275128,-0.0176884074672,0.10813332251
"87","PAX4",0.36501635,4.8246142222,5.1896305722,0.366666666667,-0.0829394039267,0.0402167400387,0.38125,-0.0696583240342,0.0125927780134,0.63,-0.0107974596296,0.00865666658412,0.124623664739,-0.00169677331542,0.0815881008447,0.01508461752,-0.0174198418418,0.0112112886654,0.767142857143,-0.0906581550081,0.0308882576337,0.130712176462,-0.0558380986544,0.0114276366861,0.124670498121,0.0089892131255,0.0089892131255,0.114162057695,-0.0446842363311,0.0359190468385,0.399019607843,-0.00188780826841,0.0688791879276,0.0942362272814,0.0362811851496,0.0108873167396,0.516666666667,-0.0615233948017,0.00351202251355,0.218181818182,-0.0340530967522,0.040967643911,0.279760041732,0.00198699421965,0.170119810062
"88","FOXQ1",0.3700839444,6.1010293889,6.4711133333,0.104015636105,0.0382975983517,-0.211408128714,0.118146669993,-0.040001727812,-0.119220443634,0.0623501872659,0.0636778424976,-0.132082790488,-0.017908172397,0.0288991415732,-0.00233724806843,-0.0921847469752,0.0210337613385,-0.0257664949205,0.00568400038026,0.01,-0.00371373819275,-0.0156433143381,-0.012162470629,-0.0216046578411,0.000455599047515,0.0358259599538,0.0358259599538,-0.021911852857,-0.00578860154736,-0.169937725699,0.0982456140351,0.044499937449,-0.0767863190323,-0.0289165435074,0.0539500020862,-0.0349892347629,-0.0812390924956,0.144674953231,-0.222412593281,-0.0433150574056,0.0626192512484,-0.245508547078,-0.0269898356753,0.0256117986415,-0.238675043574
"89","RXRA",0.3769536278,6.7146771111,7.0916307389,-0.0376633293738,-0.0510231485536,0.03987676107,-0.0372703953094,0.0175456220979,0.110014484652,-0.069797979798,-0.0487985650167,0.00879163148784,-0.0985619184231,-0.0600185001859,-0.00968514211061,-0.0328972598857,-0.0655515317222,0.0101280613407,0.01736228262,-0.0394152479645,-0.0326248519573,-0.09973310686,-0.000770243977396,0.0102865846134,-0.0849652213053,-0.0540387406598,-0.0540387406598,-0.0971262032137,-0.0385173711744,0.0380783281955,-0.00863198191965,-0.0471660241618,0.169588593453,-0.0949423741262,0.0240142578511,0.00993123330575,0.00772263057031,0.0160537511831,0.00144785592596,-0.0319292364028,0.0421784947139,0.0552534276162,-0.0276731200742,-0.00867535670248,0.178421475328
"90","FOXA1",0.3781183444,5.2266942778,5.6048126222,-0.0236509801043,0.119186286658,-0.00546144539181,-0.0051005182183,-0.00973284506868,0.225106590233,0.0622463768116,0.0423232418782,-0.00616607893252,-0.0282786954721,0.0334802352028,-0.0751122863887,-0.108883810209,0.0254005423604,0.00535817675621,-0.0344005686305,-0.030493576741,0.0224936336268,-0.0273572631076,-0.0246956955287,0.00603629952328,-0.0294147785094,0.0382329553541,0.0382329553541,-0.0288536627199,0.00125670666553,0.00949611176248,-0.00843853972016,0.0509539502545,0.247030911838,-0.0353026769063,0.0278080929048,0.00351707644956,-0.0664319463264,0.0851980056463,-0.0276007619033,-0.0284833679355,0.0499369948256,-0.0032261215777,-0.0201735220544,0.0299004166243,0.0457886333173
"91","EN1",0.3989146722,5.5023358333,5.9012505056,-0.0301242236025,0.0114285714286,-0.197460499048,-0.015718096932,0.0534519143805,0.013565503584,0.0173737373737,-0.0109493724205,-0.193154345867,-0.110709277257,-0.01906431865,-0.028784848021,-0.0334275920484,-0.0275905694672,-0.154994732905,0.0280773964173,0.0395792563601,-0.147810230092,-0.10725946883,0.00700441427085,-0.143419689768,-0.0752006250925,-0.0109378769228,-0.0109378769228,-0.113246483405,-0.052319016975,-0.167812184363,0.0225773661622,0.0190386489507,0.0836300257275,-0.118039261069,0.0564967635657,-0.172118414866,-0.064169854087,0.0810495350272,-0.16486959913,-0.0318016607487,0.0124584070729,-0.340164451421,-0.0146193946091,-0.00638841567291,-0.251185513883
"92","FEV",0.4266916111,6.4151153333,6.8418069444,-0.0231428571429,0.0435798754461,-0.121428573807,-0.0401629137698,0.141378574477,-0.10288737492,-0.0240834312573,0.158911209204,-0.0880781100656,-0.0728113922126,0.023759521411,-0.00677774346299,0.117390845007,0.0100170875358,-0.00506007703906,-0.0386752774744,-0.077935694315,-0.0737578009248,-0.0703933192322,0.03445821424,-0.00375617168049,-0.0802280183642,0.0319102093394,0.0319102093394,-0.0762763369747,0.0441917713885,-0.0770580707949,-0.0308231569426,0.00744725139497,-0.0825327046068,-0.0811467590016,0.0943049031033,-0.00737729142941,0.0511433348458,-0.0554715785167,-0.088094948265,-0.0455520143573,0.0257900029045,-0.0998611989776,-0.0455671628548,0.0531483284648,-0.183672876327
"93","TBP",0.4329950722,7.1221270833,7.5551221556,0.121806853583,0.181118881119,-0.0554170122459,0.0807692307692,0.00223144784639,-0.0603029691527,-0.0100052882073,-0.021266735693,-0.0400916230865,-0.0613818401395,0.00739679981827,-0.091039118606,-0.0311964831636,-0.018069526384,-0.014058996167,0.00137626262626,0.0230418943534,0.00567583688483,-0.0536936625197,-0.036018380485,-0.00965784969171,-0.0730712643678,0.0258340476471,0.0258340476471,-0.071998445365,-0.0211608698668,-0.0279071714845,0.12037037037,0.00282422088996,0.0155428707631,-0.0778159198679,0.093817115478,-0.0211703960312,-0.04143224149,0.11872465449,-0.117725956803,-0.0533501941041,0.0285425607314,-0.0835005633349,-0.0392492278451,0.0196043591566,-0.0365859999109
"94","GATA2",0.4460161667,4.9865788333,5.432595,0.000579150579151,0.0786784573815,-0.00514645848984,-0.00198555956679,0.050304917054,0.20800873038,0.0321169794849,0.00593640596415,-0.00310602722779,0.00559442877977,0.0975704464977,0.0758684479355,0.00539038347336,0.0864838136691,0.00967463729793,-0.00611123879568,-0.0118446984628,0.02858890975,0.00657853536382,0.0170535096804,0.0103844140981,0.009463092249,0.101933200103,0.101933200103,0.000407340315801,0.0054965161402,0.0143859881207,0.0175977653631,0.0963487588827,-0.0260990985626,-0.0192202572976,0.110743554949,0.00797200740236,0.0119923914005,0.199506705919,-0.0190043688549,-0.026022926667,0.0926716926236,0.0211825433944,-0.00845869859458,0.10572157704,0.165030690997
"95","FOXO3",0.4784891278,5.4082502222,5.88673935,-0.0029028049576,-0.0389294403893,0.0113688416572,0.00386846073541,-0.0475407945569,0.244866419216,0.0345809510529,0.0462377472158,-0.00210426216406,0.0131661344861,0.0349684636516,-0.0595476043902,-0.0693385375953,0.0177552583434,0.00944627795904,-0.023074595634,-0.021715210356,0.0110400795564,0.0163438194837,-0.00589503165116,0.010446465991,0.0302484443101,0.0449021012854,0.0449021012854,0.00805554571967,0.00558322872312,0.0165634263263,0.0256513926325,0.0563674470553,0.262415704102,-5.26774619472e-05,0.0541245685193,0.006407184661,-0.0736674483458,0.120040165766,-0.0288806015219,0.0166368429337,0.0400906280079,0.00107088859859,0.0266862237633,0.0540211791643,0.180564701516
"96","MAFF",0.5215329556,5.2145415,5.7360744556,-0.0558554928821,0.068896713615,0.0216868542639,-0.0571858035141,0.0600109659143,0.269795015526,0.0317558528428,-0.0219885338859,0.00338197221596,-0.0278078109157,0.0447110015184,-0.035151702011,0.126432990421,0.0296630821279,0.00723590274942,-0.0165091863517,-0.111452587339,0.0115193409169,-0.0251719296965,0.0409497650729,0.00853692934169,-0.00125928096498,0.0548709468216,0.0548709468216,-0.0313338450521,0.0257334943264,0.0241739740813,-0.0179837892604,0.0545065294645,0.285346959519,-0.0391783368538,0.112324207404,0.0051360701784,0.153718233672,0.205839139145,-0.0235241157869,-0.0443550974709,0.0647235934991,0.0383068219067,-0.0361171900337,0.118978726873,0.0967179796622
"97","NFE2L2",0.5312259889,7.5595246111,8.0907506,-0.022904091214,-0.0476607703753,-0.121669527937,-0.0130190522716,0.139046686554,-0.00410499944222,0.00540983606557,0.000821548408826,-0.0914344692736,-0.0109361831716,0.07908428871,0.054996246916,0.0487304628073,0.0671181390428,-0.0350301032623,-0.038596229486,-0.0791529152915,-0.228671661132,-0.00746044293165,0.0779431558646,-0.0300873605504,-0.00572800709249,0.086697307045,0.086697307045,-0.0157909047789,0.0734770074861,-0.0858011753512,-0.0113455510007,0.0918820636467,-0.0054251114973,-0.0236849138739,0.154367528905,-0.0450472319713,0.0992374092859,0.269931849441,-0.0967633182948,-0.0186637600147,0.0652233580961,-0.113249340587,-0.0139116448765,0.128038131276,-0.340805098024
"98","CDX2",0.5515238333,5.6034792778,6.1550031111,0.0253274973614,0.0137560252132,-0.00528756738857,0.030024968789,-0.027486437613,0.200920870539,0.0442701525054,0.0367387306252,-0.000229373860157,0.0583100396623,0.0409311326819,-0.185585336546,0.131511544547,0.0290881382295,-0.000973854167163,-0.0158097073126,0.00909090909091,0.010728595775,0.0609125893348,0.00864078720277,0.0011434387716,0.0851972874101,0.0524644010116,0.0524644010116,0.054449040074,0.0626304692175,0.0172157504147,0.00347749853887,0.0404416234463,0.175114999029,0.0495133841659,0.10943706961,-0.00419383292949,0.115041188585,0.202675150517,-0.0291743842283,0.00936816886137,0.0235078795766,-0.0378071441196,0.0237702098383,0.0716402370655,0.0343185073851
"99","MAX",0.6273268722,6.1784626111,6.8057894833,-0.00903538515041,0.0399409376154,-0.0326318515095,0.00218648165668,-0.0121930984418,0.173179334564,-0.0169482054588,-0.0123534527646,0.000903003297702,0.101791926885,0.0977503185504,0.0137947976891,0.148994873555,0.0828321830624,0.00905870102533,-0.0115885735639,-0.0754197579071,0.0274315279628,0.104248724718,0.0160623804237,0.0105250783748,0.107610485692,0.107647914886,0.107647914886,0.0988134995296,0.0654289980493,0.00205630409571,0.0723529411765,0.160576090101,0.313656336655,0.0919357714395,0.0507407816249,0.00624483243247,0.0621452268678,0.103172958402,-0.0361826365195,0.0349817685496,0.0179596093798,-0.0249351426227,0.0331848777562,0.105715871254,0.0435922536633
"100","RREB1",0.6412792222,7.0157968333,7.6570760556,0.124708171206,-0.103205128205,0.0545929555148,0.139523809524,0.0568572160984,0.136759835239,0.0539759036145,-0.0279665101317,0.0138267819495,0.016734115967,-0.0265288451032,0.117772991972,-0.0104422940684,-0.0397397795831,0.0148102363073,0.0543110858811,-0.0197296695962,-0.067088974064,0.0213153804286,0.037744524668,0.0156447811604,0.0222904905569,-0.0135718956541,-0.0135718956541,0.016646582813,0.0013570015594,0.0414692588489,0.132233502538,-0.00348517053333,-0.0555344778582,0.0115763691038,0.0698708999276,0.0136851521457,0.000362124463519,0.0197726346589,0.00197139270211,0.0214381753034,0.0559837231353,0.0493444135202,0.0367127849859,-0.019820971867,0.144000134588
"101","NHLH1",0.6426864444,3.9965029444,4.6391893889,0.140189125296,-0.00192307692308,0.00836667232017,0.155964912281,0.0176767284861,-0.212826929204,-0.00594037792482,0.0748865787639,-0.0287884655938,0.00982961627777,-0.00761444790439,-0.0209500447943,-0.0790075213478,-0.0235826394,-0.0017312937812,-0.0108074417203,-0.069516263553,-0.161027463463,0.013944605985,0.00222235748625,0.000137121191039,0.000552341850898,6.86445337287e-05,6.86445337287e-05,0.00398494424947,0.0178684059449,-0.000449126834478,0.15787037037,-0.0117370514949,-0.245332456716,-0.00432417912353,0.0212106029894,-0.00520826430238,0.0451843248956,-0.0928985828942,-0.0288040983779,-0.0426761849211,0.0371049840933,0.016710848949,-0.0357865050052,-0.0291273054431,0.0678872304056
"102","STAT3",0.6779155667,10.0107785,10.6886940667,0.135714285714,-0.0335458022218,-0.0290512592445,0.091371778069,0.0640895495332,0.135037218367,0.0605555555556,-0.0495742619231,-0.00756108346294,0.10667021623,0.140334729288,-0.0747529958214,0.183639388014,0.122111229794,0.0129218762702,-0.00510263929619,-0.0241909385113,0.0332267118,0.11258769121,0.0515260920289,0.0145836247846,0.143387883849,0.149058291381,0.149058291381,0.100568206465,0.0648610490472,0.00725490707418,0.159677419355,0.117651831369,0.147351658313,0.0860715926399,0.104607262632,0.00976909509134,0.0652300370175,0.132948010228,-0.0431184587638,0.0391466158854,0.119247551021,0.0164456739195,0.0387572530203,0.16724738676,0.0157130958872
"103","RFX5",0.6927126611,7.3384705,8.0311831611,-0.00734265734266,-0.020418204182,0.0401544009071,-0.00921052631579,0.048332067859,-0.0906387385984,0.0269966502976,0.0180493323674,0.0063233670781,0.0094386189156,-0.025947465058,-0.00401851521842,0.0715928905092,-0.0361877941898,0.0135367303403,-0.00461549334906,-0.0534076433121,0.0164029944221,0.0117375685624,0.0324711287762,0.014028575181,-0.00720511987748,-0.0172127165372,-0.0172127165372,0.00582301980612,-0.0185503950524,0.0331909369437,-0.00662431941924,-0.0444762919607,-0.0940340260716,0.00172093943401,0.032856422068,0.0126893509411,-0.0259244849563,-0.0850258811065,-0.00769792882859,-0.00765512603099,0.0458918783633,0.0482583843883,-0.00237015667587,-0.0415561900877,0.111741056001
